,soft_id,geneOntology,uniprot,ensemble human,entrez gene,ncbi,GSM433776,GSM433777,GSM433778,GSM433779,GSM433780,GSM433781,GSM433782,GSM433783,GSM433784
2755154,2755154,GO:0008233,D6RB32,ENSG00000088926,2160,,8.463207914,8.370365078,8.380989827,8.416542809,8.414052261,8.415893633,8.37912317,8.512953202,8.458511249
2602304,2602304,GO:0005886,Q53R12,ENSG00000168955,79853,,8.450450241,8.417064567,8.378669389,8.420351038,8.439526304,8.4565438,8.420100159,8.488111777,8.429996252
3533435,3533435,GO:0005886,Q9H307,ENSG00000100941,5411,,8.59597347,9.199268403,8.966111989,9.420689501,8.845064165,8.670275347,8.724409453,8.692132953,8.640112296
2609462,2609462,GO:0007204,P56539,ENSG00000182533,859,,8.859137678,8.56951899,8.712543898,8.655290176,8.696573558,8.648716561,8.6417282,8.946452635,8.703217974
2807359,2807359,GO:0005900,Q99650,ENSG00000145623,9180,,8.527934629,8.375708707,8.370650429,10.60364559,8.537186876,9.428391484,8.345200831,9.248269121,8.924820838
2426676,2426676,,A8MRR6,ENSG00000162639,113802,,8.658584579,8.428868477,8.377994868,8.657004361,8.451707028,8.775377391,8.386966155,8.569320574,8.43876064
3901361,3901361,GO:0030414,P09228,ENSG00000101441,1472,,9.286756136,8.765303097,8.657193804,8.819432736,8.869554874,8.97334519,9.004198002,9.592854827,9.084763954
2465822,2465822,GO:0007608,Q8NGX0,ENSG00000197591,391189,,8.6153911,8.443714531,8.482572755,8.500622363,8.474141501,8.523689965,8.432592107,8.612617918,8.534639032
2394361,2394361,GO:0005198,D6RA06,ENSG00000131697,261734,,9.185661875,9.023962084,9.004490865,9.072977653,9.12056775,9.163419041,9.10242461,9.307918832,9.288782029
3378007,3378007,GO:0005737,Q9H3H3,ENSG00000175573,83638,,9.100344889,8.792789699,8.928622465,8.971403308,8.888813654,8.87106833,9.006200219,9.122934605,8.962526003
2851511,2851511,GO:0003674,Q9ULB4,ENSG00000113100,1007,,8.262098287,8.241619395,8.256028247,8.257202368,8.242889447,8.234877497,8.238140696,8.289875504,8.263100102
2829624,2829624,GO:0006729,Q9H0N5,ENSG00000152705,84105,,8.461651925,8.448471886,8.364452634,8.46112556,8.41806015,8.349870528,8.418377274,8.500761297,8.439472406
4027009,4027009,GO:0016563,D3DWW3,ENSG00000184216,3654,,9.676492584,9.490071449,9.315433467,9.74418354,9.407189174,9.247484708,9.234551122,9.733897776,9.823307563
3920512,3920512,,,ENSG00000230366,,,8.665399463,8.541073449,8.575677728,8.551630823,8.624733665,8.547693915,8.562829223,8.792477948,8.706663793
3402571,3402571,GO:0000796,Q15021,ENSG00000010292,9918,,9.750893101,10.14761905,9.99731173,10.51056402,10.58309367,10.22870421,10.2744211,10.43276705,10.25820672
2671936,2671936,GO:0005886,C9JIN6,ENSG00000163817,54716,,8.839943127,8.783081764,8.773860374,8.756535047,8.779943533,8.744652687,8.719454626,8.954756044,8.823922289
3597421,3597421,GO:0016787,P83111,ENSG00000103642,114294,,9.273128986,9.229868366,9.544368671,9.543814897,9.409280734,9.476163872,9.395495827,9.287643484,9.701700514
3835339,3835339,GO:0008270,Q9UIE0,ENSG00000159882,7773,,8.480414393,8.426131258,8.463558797,8.477787906,8.537525198,8.428224313,8.512277994,8.504912191,8.469187187
3885464,3885464,GO:0005515,P11387,ENSG00000198900,7150,,9.36504712,10.13743195,9.679537012,10.20357966,9.622740898,9.605164226,9.351028987,9.462758115,9.559697298
3960042,3960042,GO:0071385,Q86YF2,ENSG00000183473,6753,,9.116054382,8.930692497,8.918647996,8.966549809,9.066472081,8.902626744,8.905897983,9.257952609,9.117202045
3208494,3208494,GO:0016020,Q8N6L7,ENSG00000181778,169693,,8.347922468,8.335812031,8.376739723,8.377778341,8.283130613,8.351225433,8.358186104,8.435674839,8.32090354
2729667,2729667,GO:0005737,Q9ULZ2,ENSG00000035720,26228,,8.278506175,8.275849136,8.252093683,8.273001462,8.247238694,8.243811298,8.215134068,8.296564223,8.247444433
3849298,3849298,,B5ME49,ENSG00000181143,94025,,8.617996596,8.464415002,8.45164038,8.500224815,8.501360637,8.452730143,8.478356127,8.699469622,8.521613139
3786868,3786868,GO:0005886,B3KXJ3,ENSG00000141469,6563,,8.49938036,8.448214127,8.447278751,8.72691079,8.48278605,8.45093346,8.434790077,8.645737911,8.46691674
3847989,3847989,GO:0005886,P32970,ENSG00000125726,970,,9.208836104,9.091513835,8.998782451,9.259158936,9.386503521,8.976508798,8.986442393,9.207941506,9.360688509
3775038,3775038,GO:0005515,E1B6X3,ENSG00000178927,79415,,9.837646218,9.588061965,9.60996234,9.596100447,9.598043183,9.740551478,9.426779683,9.826762597,9.523912818
3105467,3105467,GO:0008134,C9JYE9,ENSG00000133740,1875,,8.921886779,9.099309762,9.382212384,8.96549887,8.874674482,9.03088145,9.029245432,9.134847106,8.909225102
3042603,3042603,,Q14695,ENSG00000122548,,,8.646729976,8.474838504,8.476979886,8.52549548,8.475200921,8.551231829,8.403431818,8.693599893,8.554915977
3838052,3838052,GO:0008746,E5RGT8,ENSG00000104808,27294,,8.850157263,8.72836357,8.721010714,8.788703599,8.797603547,8.720195924,8.727963235,8.986936132,8.839626026
4030371,4030371,GO:0005515,A6NMU8,ENSG00000146938,57502,,8.665340797,8.495341118,8.497387372,8.630691172,8.569958374,8.500221775,8.477506923,8.752622076,8.674783851
3416740,3416740,GO:0007608,Q8NGE5,ENSG00000197706,121364,,8.269203886,8.301618853,8.261135672,8.306625104,8.27808911,8.269541777,8.262425946,8.323560868,8.359951121
3611625,3611625,GO:0002138,Q7Z3A2,ENSG00000184254,220,,9.03403976,8.732242692,8.988384956,9.309249988,9.690964761,10.16547917,10.16923477,11.42973415,8.872799326
2943236,2943236,GO:0016528,D6RB80,ENSG00000047579,84062,,9.51084009,9.661580667,9.616934216,9.374108187,9.375431515,9.239439162,9.418272647,9.202608569,9.367740805
3751121,3751121,GO:0005886,Q14254,ENSG00000132589,2319,,9.611646679,9.648112763,9.466177057,9.598338566,9.323224124,9.444602179,9.206365457,9.312571544,9.361922496
3835467,3835467,GO:0008270,Q16646,ENSG00000159905,7638,,8.619954965,8.885400809,9.070546495,8.957784263,9.041813031,9.272175557,8.964825662,8.822787962,8.788800761
3047953,3047953,GO:0008233,C9JF90,ENSG00000136197,5683,,9.245044595,9.468011193,9.345100778,9.062836523,9.25579132,9.320349807,9.389247298,9.210195545,8.816168835
3833992,3833992,GO:0005506,Q96SQ9,ENSG00000167600,29785,,9.126433036,8.862664029,8.787780433,9.010208631,8.912950718,8.796527445,8.82337832,9.328794064,9.063397879
3031466,3031466,GO:0005783,Q8ND71,ENSG00000171115,155038,,8.716042609,8.616698025,8.583098725,8.597438029,8.631603055,8.582712246,8.619817759,8.746599298,8.705253121
2335671,2335671,GO:0003676,B7Z4G7,ENSG00000162374,1996,,8.32918427,8.311695523,8.27725476,8.313122456,8.302600578,8.511020525,8.294973067,8.36603187,8.323133671
3879372,3879372,,,ENSG00000088970,,,8.921292985,8.70365628,8.801159106,8.761927954,8.844555982,9.187103745,8.644820951,8.855221987,8.98247124
2779163,2779163,GO:0008270,B4DPD8,ENSG00000172955,130,,8.290396197,8.260493046,8.281806108,8.291141043,8.264699441,8.262084089,8.276179936,8.347910171,8.286402229
3376914,3376914,GO:0005515,P58401,ENSG00000110076,9379,,9.039846451,8.822219346,8.782783003,8.871683814,8.857988017,8.782453784,8.787312151,9.160173648,9.009785401
3455388,3455388,GO:0045095,P04259,ENSG00000170454,9119,,8.5242905,8.462729413,8.448076847,8.436498441,8.473327719,8.442506697,8.46011676,8.566129661,8.453007324
2328750,2328750,,Q9BUN5,ENSG00000160050,79140,,9.255717138,8.94527495,8.88776651,8.926377532,9.050557468,8.959895042,9.03176749,9.150171365,9.168701954
2336650,2336650,GO:0030336,Q7Z5L7,ENSG00000174348,127435,,9.143525683,8.806156246,8.821892292,8.918211409,8.921338482,8.796857725,8.820039762,9.104385038,8.94663566
3914021,3914021,GO:0005488,Q659E7,ENSG00000101216,26205,,9.519632654,9.275017042,9.064623544,9.201790402,9.178099638,9.147840428,9.148378361,9.509870424,9.32448644
2852712,2852712,GO:0050896,D6RGY6,ENSG00000164175,51151,,10.72887452,10.9241368,10.69067784,8.307615658,10.36071905,10.74457601,9.784292668,8.632543095,10.2822535
2534865,2534865,GO:0003674,B9A047,ENSG00000065802,51665,,8.999634921,9.054856,9.04269539,9.183105136,9.071837939,9.014812408,8.90841736,8.979016918,8.873061895
3352040,3352040,GO:0005886,B0YJ61,ENSG00000172367,79849,,8.611605146,8.47144402,8.434935624,8.483860911,8.466074967,8.451786249,8.43813205,8.733657226,8.537765353
3972827,3972827,GO:0005515,O15479,ENSG00000099399,4113,,8.3833842,8.266069485,8.225409574,8.265819898,8.258052132,8.258785831,10.10164505,8.784968258,9.583402578
2327283,2327283,GO:0007155,Q5TEJ8,ENSG00000130775,9473,,9.005560648,8.762559051,8.868056319,8.868610265,8.892733088,9.155432201,9.062983385,9.082684259,9.44504365
2458921,2458921,GO:0005516,P27987,ENSG00000143772,3707,,10.06531637,9.918009177,9.646769082,8.961517346,9.730218544,9.972377819,9.424883241,9.173637949,9.888396653
2880051,2880051,GO:0005737,A8MU22,ENSG00000156475,5521,,8.724825239,8.793712543,8.638117577,8.628711183,8.856421064,8.723157833,8.630097227,8.731481561,8.744684095
3778410,3778410,GO:0043087,Q15311,ENSG00000017797,10928,,9.067476705,9.226197111,9.425985204,9.383980559,9.16828695,8.892619336,8.977264461,8.972972864,9.071326182
3947986,3947986,GO:0003674,E2QRP4,ENSG00000100347,25813,,10.38271557,10.18281244,10.23802958,9.374981876,10.74328085,10.43138232,10.55969823,9.354271177,10.15368809
3461883,3461883,GO:0005886,Q68CP6,ENSG00000153233,5801,,8.382904852,8.31034346,8.359686433,8.329133617,8.370873614,8.30141679,8.35920558,8.40673272,8.381897636
2427619,2427619,GO:0005216,B2RA23,ENSG00000177272,3738,,8.776441567,8.596147776,8.588632067,8.58733849,8.670907752,8.565739538,8.613547812,8.816826931,8.663726604
2663038,2663038,GO:0030150,B4DIY7,ENSG00000144559,132001,,8.785356078,8.897013307,8.832691201,9.023484157,8.985880493,8.982107792,8.842217487,8.732000624,8.858996972
3755359,3755359,GO:0005886,P78356,ENSG00000141720,8396,,9.43249424,9.379326802,9.314023068,9.414713104,9.390475345,9.392857576,9.753286845,9.262980861,9.32989089
3825496,3825496,GO:0005488,B4E1N1,ENSG00000105676,93436,,9.474465474,9.51761617,9.059709839,9.264168386,9.182084991,9.097617457,8.954275398,9.173019356,9.048445964
3868998,3868998,GO:0005886,Q16617,ENSG00000105374,4818,,9.270847508,8.890949348,8.820711091,8.968321738,8.96961066,8.865983258,8.878196697,9.52200376,9.138176476
3448428,3448428,GO:0007049,Q9NVM9,ENSG00000064102,55726,,8.980531762,9.29945539,9.430946852,9.516822826,9.544748817,9.148964488,9.445114899,9.145864218,9.450960636
2977690,2977690,GO:0000398,Q9BWJ5,ENSG00000169976,83443,,9.171647926,8.955930539,8.787308364,8.90153195,8.906033271,8.921571027,8.913006251,8.873565394,9.136102624
3330864,3330864,GO:0007608,Q8N127,ENSG00000181785,219447,,8.216080482,8.229992135,8.203970155,8.22029802,8.189054776,8.203200864,8.223069285,8.219941603,8.20486498
2512930,2512930,GO:0005886,C9JIZ3,ENSG00000115271,25801,,8.477186351,8.981356666,8.929499614,8.806965697,8.824994661,9.183297659,8.788735854,8.397853735,8.475208715
3016177,3016177,GO:0030121,P61966,ENSG00000106367,1174,,9.450577731,9.973960325,9.975192784,9.773287635,9.834857843,10.29538318,10.01102229,9.574811657,9.703450663
3562003,3562003,GO:0016192,B0AZV9,ENSG00000182400,122553,,8.973583254,8.985463615,9.092525857,9.212459574,9.468556182,9.172278402,9.718743775,8.857275718,8.972844937
3776279,3776279,GO:0030023,Q9BXX0,ENSG00000132205,84034,,9.587573241,8.934318879,8.843202346,9.078948704,9.710079218,9.003300696,8.849025531,9.501924266,9.553536256
3620457,3620457,GO:0016192,Q96JC1,ENSG00000166887,23339,,9.619946124,9.525120742,9.986843368,9.294160209,10.14974448,9.180553874,9.840673348,9.413706557,10.09324604
2426734,2426734,,Q5T1N2,ENSG00000162641,254268,,8.456159365,8.371091845,8.353806011,8.374722849,8.350170484,8.344778369,8.346074879,8.47049169,8.378352411
3527221,3527221,GO:0007608,Q8NGC1,ENSG00000169488,390538,,8.25579665,8.298147613,8.210638351,8.216958063,8.267288768,8.209246451,8.237370304,8.411355041,8.246614054
3959829,3959829,GO:0007264,B1AH56,ENSG00000100360,11020,,9.138383369,8.971024777,9.280285961,9.07283115,9.393406432,9.565675049,9.459867701,8.82164058,8.846678019
2437645,2437645,GO:0003677,A4PB68,ENSG00000116580,54856,,8.793427387,9.105196221,8.862262578,8.897029469,8.826658746,9.204597561,8.98038428,8.828571463,8.878445376
3895330,3895330,GO:0015106,Q8NBS3,ENSG00000088836,83959,,8.981061508,8.920780436,8.785759157,8.82971064,8.984068021,8.937357026,8.732538649,9.050129136,9.029004917
3260447,3260447,GO:0017111,Q5TCZ5,ENSG00000023839,1244,,9.496840249,9.408265204,9.00308585,11.5256263,9.262381928,10.15880166,8.693207664,8.589701087,9.5411264
3554523,3554523,,Q96F83,ENSG00000140104,122616,,8.598195199,8.554926981,8.61201986,8.718127295,8.605416103,8.752805597,8.779076079,8.749816143,8.626115734
3839206,3839206,GO:0005516,A1L2Z2,ENSG00000105357,79784,,9.060797999,8.973840192,8.860263119,8.89446624,8.967346065,8.783421631,8.76312441,9.136155676,9.077346765
2986493,2986493,GO:0008233,P20618,ENSG00000008018,5689,,9.542703288,10.2101389,9.686862427,9.978607128,10.15275042,9.957970638,9.742138867,9.510626315,10.20115654
3317253,3317253,GO:0003674,D3YTD1,ENSG00000064201,10077,,9.210908813,9.014334846,8.980927761,9.031963136,9.049281729,8.989902124,8.989679471,9.324340713,9.163155807
3740432,3740432,GO:0006707,Q14162,ENSG00000074660,8578,,9.245748242,8.909821045,8.89101742,9.022227595,9.03169952,8.906100819,8.842015158,9.364466928,9.136295731
2700244,2700244,GO:0005507,D6RE86,ENSG00000047457,1356,,8.293502941,8.288959968,8.238587981,8.569658745,8.277011359,8.27870084,8.257284389,8.376075696,8.29579023
3837269,3837269,GO:0005886,Q9P296,ENSG00000134830,27202,,8.633876921,8.534306445,8.504975333,8.619557974,8.615942538,8.479765095,8.489369028,8.715453045,8.577631548
3845782,3845782,GO:0005515,Q9NW61,ENSG00000104886,55111,,10.17470995,10.14620989,10.04115931,10.04271509,10.33633289,10.12269263,10.01893975,10.08585624,10.29767099
3488942,3488942,GO:0016787,Q9NV35,ENSG00000136159,55270,,9.091945386,9.042703739,9.004570587,8.941021808,8.933669406,8.86798103,8.889984775,9.003539701,8.955491701
2995765,2995765,,Q6ZRS4,ENSG00000180347,223075,,8.464203211,8.44524463,8.395567213,8.402809366,8.452590779,8.432664229,8.409173501,8.51125017,8.433708191
3375545,3375545,GO:0045595,C9J425,ENSG00000149485,3992,,9.806819711,9.811397528,9.460611375,10.07861992,9.58705802,10.04202536,9.739291538,9.870551448,9.382421782
3572517,3572517,GO:0007596,Q6LDJ6,ENSG00000119699,7043,,8.628443983,8.607659354,8.495755504,8.646411047,8.614224786,8.557905954,8.62848292,8.754171367,8.709261385
2969886,2969886,GO:0007596,E5RI25,ENSG00000010810,2534,,10.02955112,10.08129033,9.383276476,8.639943001,9.655440427,10.08774559,9.996261072,9.365254484,9.767012474
3403482,3403482,GO:0006355,,ENSG00000231809,,,8.39597833,8.294825028,8.264206335,8.339371599,8.357356686,8.279829604,8.307858814,8.34420067,8.345698689
2738723,2738723,GO:0009725,Q16836,ENSG00000138796,3033,,9.587644541,9.00588201,9.420844571,8.968818641,9.069258976,9.08875072,9.502156091,8.877425689,9.447048912
3970642,3970642,GO:0005737,O76039,ENSG00000008086,6792,,8.606054757,8.612272568,8.701275259,8.502588191,8.667508331,8.530406099,8.694338437,8.565572791,8.644485316
2840425,2840425,GO:0008565,Q8IVM9,ENSG00000204764,64901,,8.647692709,8.976713482,8.699622437,8.804874767,8.766943143,9.028924344,8.681379121,8.508702725,8.687515155
3022689,3022689,GO:0045449,Q7KZF4,ENSG00000197157,27044,,8.488568573,8.949584784,8.683895528,8.815779636,8.695829363,9.021704538,8.694357037,8.917139584,8.640907846
2840238,2840238,,C9J3I9,ENSG00000234511,133874,,8.523125204,8.438437178,8.449146756,8.387707745,8.474170967,8.443938707,8.463300975,8.551956273,8.521931058
2616095,2616095,GO:0008270,Q2Q1W2,ENSG00000206557,131405,,8.992019125,8.776991577,8.677682548,8.773642593,8.794256406,8.73109784,8.794997429,8.99558551,8.835217927
2668035,2668035,GO:0005886,C9JLW1,ENSG00000144635,51143,,9.268420781,9.302895885,9.143041697,9.107822078,9.140508868,9.315368647,9.01553943,8.812790525,9.024160821
3795866,3795866,GO:0003674,B3KSL6,ENSG00000132199,55556,,9.283994485,9.174148974,10.00495901,9.279074642,9.266798405,9.060655531,9.344983793,9.007512387,9.29520729
3628498,3628498,GO:0008270,B3KUB4,ENSG00000074410,771,,8.607597277,8.494010179,8.528555099,11.17618624,8.528287649,8.455821724,8.463425963,8.647358071,8.505938604
2695648,2695648,GO:0003995,Q7Z494,ENSG00000113971,27031,,8.99563683,9.025641778,9.278071523,9.127775386,9.062185833,9.987779671,9.500851603,8.916582555,9.167966281
3952453,3952453,GO:0005488,P98153,ENSG00000070413,9993,,9.582425821,9.416614062,9.24253159,9.064973613,9.219976746,9.268159747,9.209230831,9.273415731,9.330812822
3316834,3316834,GO:0004672,Q8IWQ3,ENSG00000174672,9024,,9.287583602,9.051069839,8.893126336,9.025036123,8.980979257,8.965986797,8.938860516,9.201293116,9.168851889
3014411,3014411,GO:0042787,B9EGV3,ENSG00000196367,57154,,9.374977632,9.922589484,9.262224771,9.653015495,9.614436106,9.614048381,9.366985944,9.477720969,9.49194066
3390542,3390542,GO:0005886,A7YIK3,ENSG00000137710,5962,,8.937752125,9.490247276,10.26867577,9.320242644,10.01876474,9.6028727,10.45424532,9.794394844,9.939493757
2378662,2378662,GO:0008270,D3DT93,ENSG00000082512,7188,,8.711628538,9.10823091,8.543781274,8.697823529,8.727803943,8.818088867,8.907998106,8.68681264,8.628783036
2869880,2869880,GO:0007275,D6RDV5,ENSG00000184349,1946,,8.870616821,9.030844919,9.115360106,9.521994537,9.328143212,8.878564554,8.744840919,9.03099154,9.0257918
3853609,3853609,GO:0005506,P78329,ENSG00000186529,4051,,8.60011776,8.4733354,8.428026317,8.496638163,8.479589835,8.493469469,8.45424356,8.722374694,8.525815292
4007919,4007919,GO:0005216,O60840,ENSG00000102001,778,,8.87856577,8.750754309,8.729336118,8.776294266,8.749848564,8.738270421,8.735363788,8.963723733,8.816392107
2632051,2632051,GO:0006915,D3DU39,ENSG00000179021,285237,,9.348458021,9.565942164,9.751831486,9.494187846,9.612152745,9.515926695,9.746483363,9.210991725,10.39804078
3225292,3225292,GO:0030336,Q3SXZ0,ENSG00000173611,286205,,8.697241638,8.865273858,8.935515159,9.072644566,8.841223508,8.871244532,9.303255526,8.779427512,8.905790404
3192580,3192580,,Q96E40,ENSG00000165698,11092,,8.594666646,8.631451078,8.61712406,8.584682371,8.524855762,8.551818546,8.620869967,8.595527484,8.549341916
2743315,2743315,GO:0008270,D6RGE7,ENSG00000077684,79960,,8.763335781,8.693470899,8.828888099,9.101947948,8.616489504,8.725233415,8.712749378,8.695897313,8.685667824
3173508,3173508,GO:0030018,Q5JTY7,ENSG00000154330,5239,,8.605003105,8.481368082,8.49279119,8.724766443,8.417115702,8.416282503,8.685654245,8.723189921,8.499887117
2630615,2630615,GO:0030673,Q9HCK4,ENSG00000185008,6092,,9.328823367,8.339095766,8.321757065,8.343469443,8.383073005,8.459348564,8.33363541,8.454819121,8.733673567
2784265,2784265,GO:0007204,Q9C001,ENSG00000109471,3558,,8.216996978,8.253230174,8.31015829,8.288011595,8.26952751,8.23214334,8.209892682,8.236589429,8.22327732
3415109,3415109,GO:0004675,B4DUF0,ENSG00000139567,94,,8.780282838,8.601702337,8.613301511,8.650778957,8.642575851,8.584136862,8.600830661,8.8696538,8.674869067
2363579,2363579,GO:0043234,Q969M1,ENSG00000158882,84134,,8.868927652,8.939008806,8.755317216,8.659235087,8.85067044,8.998462688,8.932340475,8.75493795,8.945430173
3896078,3896078,GO:0005886,B4DJZ1,ENSG00000089057,9962,,9.712062616,10.23925748,10.13824055,9.152404308,9.613529603,10.14797501,9.377507901,9.72716587,8.921694867
2601499,2601499,GO:0005515,Q9H5Z6,ENSG00000124019,79843,,8.521676273,8.406925619,8.462699837,8.398327098,8.457378374,8.400889596,8.439646774,8.646008082,8.532695025
3360724,3360724,GO:0007608,Q8NGH5,ENSG00000183389,120796,,8.628207777,8.47496497,8.513333041,8.44054339,8.469978722,8.499492407,8.45389618,8.600583653,8.442844177
3843321,3843321,GO:0008270,E5RHS2,ENSG00000105136,79744,,9.06242862,8.995892458,9.117029835,9.060319752,9.118719651,9.019019869,9.109729766,9.05340342,9.129726055
3128411,3128411,GO:0045941,Q9HAK2,ENSG00000221818,64641,,8.47785768,8.352936636,8.3650343,8.423931841,8.373443611,8.324669918,8.345543854,8.523664604,8.451889606
3279575,3279575,GO:0005829,Q15404,ENSG00000148484,6251,,9.612980727,9.602352152,9.692896825,9.465504005,9.517531953,9.365356487,9.76061783,9.248676656,9.650462894
3988638,3988638,GO:0008270,Q5JPN5,ENSG00000175556,79836,,8.60712495,8.46871862,8.419366551,8.761612403,8.474837514,8.882796205,8.480035157,8.581654121,8.764535728
2531779,2531779,GO:0003735,Q7Z3E5,ENSG00000135931,80210,,9.531333862,9.500706114,10.35733292,8.841986663,10.01431015,10.25206985,9.914154254,9.187368687,9.094233808
2419046,2419046,GO:0008270,C9JUA4,ENSG00000036549,26009,,9.575254973,9.4354523,9.558581049,9.472296179,9.354961047,9.472455469,9.598397294,9.348915327,9.327126902
3723264,3723264,GO:0030054,P30419,ENSG00000136448,4836,,9.720888008,9.859726144,9.721653913,9.747158855,9.814378962,9.482695345,9.900998424,9.573056335,9.828077101
2950798,2950798,GO:0005739,Q9BRT2,ENSG00000137288,84300,,9.590834862,9.375165143,9.357745015,9.498138871,9.328567833,9.701685393,9.475059132,8.960418277,9.201354594
3332576,3332576,GO:0005886,Q6NVU7,ENSG00000149506,22917,,8.697930825,8.54789274,8.479942059,8.587764471,8.565216691,8.539047909,8.547085861,8.826515515,8.630422449
3127775,3127775,GO:0008656,O00220,ENSG00000104689,8797,,8.562606829,8.420510642,8.424524105,9.295367342,8.593259462,9.344706322,8.466728712,8.788593885,8.534799183
2380554,2380554,GO:0005634,Q9Y3B9,ENSG00000067533,51018,,8.718808878,9.262250726,9.094234775,8.941121417,9.132329807,8.952943733,8.624533776,8.74350994,8.75287214
3918447,3918447,GO:0007596,C9JM33,ENSG00000159110,3455,,8.939881547,9.105706175,9.194280587,8.941962355,9.077334703,9.230162226,9.226189318,8.893445782,8.77262739
3526454,3526454,GO:0032313,Q5TC63,ENSG00000139835,79774,,9.295496968,8.921349106,9.086076602,9.099778309,9.052158561,9.112926552,9.046836914,9.360812933,9.255469066
2559649,2559649,GO:0016787,C9JYA6,ENSG00000144048,8446,,9.708992493,9.66152663,9.802675901,9.833577298,9.783540431,9.874263693,9.900795238,9.52945927,9.730654321
3708515,3708515,GO:0016020,Q3KNT9,ENSG00000182896,339168,,8.769213354,8.544844546,8.586939863,8.575598911,8.621998963,8.533780514,8.636937094,8.911186603,8.69917909
3201359,3201359,GO:0009615,Q86WN2,ENSG00000184995,338376,,8.291478192,8.272964171,8.274386401,8.55316674,8.256087725,8.220338175,8.266344339,8.257054576,8.249149629
2558511,2558511,GO:0003676,Q96B58,ENSG00000116001,7072,,9.174872818,9.548659426,9.589862669,9.643660474,9.959463599,9.62787304,9.556269,8.904782154,9.052044932
3188697,3188697,GO:0030071,Q5TBG7,ENSG00000119408,10783,,9.329905531,10.31020642,9.8921887,10.01487471,9.530372996,9.709004592,9.759384343,9.413044607,9.556172506
2563536,2563536,GO:0005543,Q6FGL7,ENSG00000163586,2168,,8.480762595,8.402379371,8.345000989,8.381020995,8.423313043,8.411607962,8.45573796,8.519922344,8.471701507
2769947,2769947,GO:0009648,C9JK03,ENSG00000134852,9575,,8.955908374,9.075014725,8.919012687,8.905172866,9.377572504,8.83349102,9.049143272,8.750082442,8.900818082
2993639,2993639,GO:0005720,B8ZZ43,ENSG00000122565,11335,,10.03953524,10.14039278,10.04989424,9.970320438,10.08323649,9.864096481,10.00214492,10.11129887,9.889277425
4019967,4019967,GO:0016020,Q96EU7,ENSG00000171155,29071,,8.483973923,8.59673357,8.604477897,8.616727411,8.541230051,8.619473122,8.595929891,8.469009147,8.510089867
3048413,3048413,GO:0006271,P49005,ENSG00000106628,5425,,10.95644963,11.07540439,10.58277207,10.44217433,10.84225183,10.73533827,10.88315842,10.37704209,10.23241756
2888800,2888800,GO:0042641,A8MV58,ENSG00000113758,1627,,9.629363513,10.15033904,9.651597442,9.63237169,9.149790836,9.688540382,9.367447013,9.304509109,9.434704065
2790823,2790823,GO:0005874,C9JXH8,ENSG00000164114,79884,,8.504226297,8.400442872,8.490624204,8.592686396,8.571148165,8.56984379,8.626065032,8.523051122,8.5695497
3513856,3513856,GO:0047750,Q6GPH7,ENSG00000123179,84650,,9.255233345,9.638188521,9.598141007,9.686610271,8.960591321,9.533317611,9.326227303,9.346526177,9.612234654
3858907,3858907,GO:0005886,Q9NS82,ENSG00000130876,56301,,9.253765269,9.077977457,9.000419577,9.124747661,9.160332013,8.999417635,8.975188322,9.2764807,9.255119793
3101629,3101629,GO:0015993,E5RJS6,ENSG00000147576,254778,,8.499072887,8.418632827,9.030679595,8.574395577,8.443020542,8.446690457,8.95715785,8.537969222,8.527330001
3403567,3403567,GO:0005886,B4E160,ENSG00000089818,25977,,9.209774463,9.192881083,9.260760351,9.142261496,9.488371333,8.817019645,8.943226019,9.094724138,8.939066036
3101622,3101622,GO:0003674,Q15050,ENSG00000179041,23212,,9.247381555,9.267198025,9.598850229,9.206779487,9.087972144,9.002545504,9.021294157,9.272917626,8.968690872
3984536,3984536,GO:0000398,P33240,ENSG00000101811,1478,,9.241154859,9.380746671,9.149168909,9.152700452,9.237538361,9.046933308,9.100981804,9.15257049,8.87828446
2846522,2846522,GO:0003677,D6RH28,ENSG00000170561,153572,,9.769342411,9.537700549,9.427784824,9.59789831,9.524887438,9.354548294,9.380645883,9.724405393,9.625188221
3239760,3239760,GO:0005886,Q9NWJ6,ENSG00000077420,54518,,8.577729959,8.516819941,8.493353045,8.633940537,8.504281709,8.49027764,8.487211002,8.610013611,8.582849581
2362351,2362351,GO:0007049,Q6K0P9,ENSG00000163564,149628,,8.548967327,8.521090469,8.47315626,8.474053717,8.506625017,8.513518826,8.542848262,8.515106908,8.553592033
3110341,3110341,GO:0080008,C9J9I4,ENSG00000164934,25879,,9.381793233,9.794149098,10.21645503,9.759002587,9.651859185,9.929268162,9.659334076,9.501838278,9.575740155
3065007,3065007,GO:0005634,Q9NXW9,ENSG00000160991,80228,,8.987385202,8.917713332,8.874095648,8.905978754,8.920910158,8.865213907,8.885442983,9.01433144,8.950130553
3359180,3359180,GO:0008016,O43816,ENSG00000180176,7054,,9.234631225,8.944973924,8.905487452,9.003252993,8.992036591,8.938763353,8.893880856,9.380572963,9.165446662
2976113,2976113,GO:0014069,Q14936,ENSG00000027697,3459,,9.158169422,9.319582547,9.264114969,9.533846087,9.389627795,10.01239454,9.266115679,9.080259656,9.543921776
3191900,3191900,GO:0008645,B7ZAV2,ENSG00000126883,8021,,9.203471678,9.936251613,9.390484923,9.424434274,9.159820381,9.416370007,9.534398475,9.490560308,9.326665927
