,soft_id,geneOntology,uniprot,ensemble human,entrez gene,ncbi,GSM433776,GSM433777,GSM433778,GSM433779,GSM433780,GSM433781,GSM433782,GSM433783,GSM433784
2458742,2458742,GO:0007049,C9J5J4,ENSG00000183814,286826,,8.580185867,8.83864853,8.674479901,8.652669946,8.655976334,8.596882427,8.469938367,8.489424768,8.534653635
2457842,2457842,GO:0007507,B4DG66,ENSG00000143514,7159,,9.150603387,9.571562288,9.298153348,9.153373127,9.068409777,9.409209764,8.934607649,9.370522593,9.188707606
2320347,2320347,GO:0005515,B7Z1P2,ENSG00000132879,93611,,9.359943885,9.491818852,9.438079877,9.342058658,9.765809528,9.700992603,9.506025923,9.320172391,9.436710017
2496280,2496280,GO:0005737,Q9H2J4,ENSG00000115539,79031,,8.818577692,9.185642368,9.111917127,9.115669508,8.949332039,8.970385129,8.863184879,8.755943573,8.824997574
3949055,3949055,GO:0004808,B4DZN5,ENSG00000100416,55687,,9.348538256,9.651470221,8.932604864,8.991439324,9.520727292,8.963339918,9.055486835,9.13787499,9.340742508
3770606,3770606,GO:0005634,Q9UK76,ENSG00000189159,51155,,9.329703149,9.705426735,9.740364127,9.843005428,9.453836538,9.321637071,9.040830327,8.959201522,9.029756329
2472651,2472651,GO:0005515,Q53T86,ENSG00000119771,114818,,9.147484593,8.973275376,8.772141877,8.683509753,8.827801758,8.737628916,8.646709214,9.055089099,8.841629992
2738697,2738697,GO:0005506,Q7Z449,ENSG00000155016,113612,,8.773042997,8.901174784,8.936258354,8.628475911,8.676051651,8.913382963,9.006240632,8.668479917,8.713033517
2817576,2817576,GO:0050731,P35443,ENSG00000113296,7060,,8.684223939,8.561438056,8.542563848,8.52225202,8.553395281,8.631533674,8.52558652,8.622381541,8.561694888
3365487,3365487,GO:0043687,B4DWH4,ENSG00000151116,55293,,9.308675934,9.227367106,9.27146317,9.310479375,9.473020962,9.354312882,9.461323063,8.865572913,9.001479839
2391744,2391744,GO:0006355,A4VCI5,ENSG00000008128,100294398,,9.010884551,9.125541803,8.930786236,9.178288573,9.007089905,8.920635985,8.889361731,9.281335798,8.947764445
2503257,2503257,GO:0060279,Q53T31,ENSG00000163083,3625,,9.050733481,8.828290597,8.789522601,8.977939225,8.896817873,8.836196014,8.824793688,9.014116527,8.921676437
3270840,3270840,GO:0006281,B4DEE8,ENSG00000170430,4255,,9.015730825,9.071794577,8.972938255,8.989536906,8.794505208,9.021930011,9.055329111,9.159413593,9.099730803
2383726,2383726,GO:0005886,P84077,ENSG00000143761,375,,10.0067683,9.606419672,9.425625574,9.685190433,9.674665554,9.50674788,9.4802635,10.03145504,9.871733064
3347615,3347615,GO:0009725,P24752,ENSG00000075239,38,,9.026363195,9.208563616,9.320001291,9.125735541,9.375819516,9.097014752,9.185220562,8.80305347,9.189008914
2392095,2392095,,Q7Z4P6,ENSG00000162585,199990,,9.515289939,9.151921124,9.123834078,9.2179055,9.380607442,9.216424384,9.306735647,9.636678714,9.381960196
4019570,4019570,GO:0000398,Q0VAK7,ENSG00000125351,65109,,8.4050925,8.415097262,8.38796524,8.494984458,8.450340991,8.290514177,8.334419514,8.376765817,8.403019828
3756416,3756416,GO:0005198,Q2M2I5,ENSG00000167916,192666,,8.669236837,8.547170724,8.539428396,8.627646537,8.554318221,8.540686658,8.524976724,8.702617861,8.562917356
3991889,3991889,,A6ZKI3,ENSG00000212747,8933,,9.626912021,9.328129375,9.484498043,9.400075514,9.49018569,9.358813755,9.631201706,9.469140723,9.543891459
2507209,2507209,GO:0006368,O60583,ENSG00000082258,905,,8.931964985,9.205007026,9.224825888,9.262485304,9.198655459,9.148473944,9.261533564,9.094207869,9.020717699
3566652,3566652,GO:0008270,Q6UXN7,ENSG00000196860,26520,,8.662497361,8.754625861,9.056304473,8.874556295,8.916031872,8.892078889,9.269437907,8.606165371,8.574310222
2864849,2864849,GO:0003677,D6RH18,ENSG00000145687,23635,,8.957504346,9.139936308,10.12826122,9.173098525,8.97264803,8.685826599,9.446142067,9.15239657,9.098022924
3901851,3901851,GO:0016787,Q5T712,ENSG00000100997,26090,,10.40632998,10.25650083,10.35037568,10.08025006,10.10907868,9.96472424,9.647901708,9.832308559,10.12056822
3890516,3890516,GO:0006259,Q9Y5K1,ENSG00000054796,23626,,8.231990176,8.226058312,8.216377756,8.244135295,8.236827779,8.20475187,8.225731994,8.289063006,8.212362942
2623426,2623426,GO:0016787,C9JFX6,ENSG00000114786,95,,9.470578698,9.049366824,9.239900463,9.213403442,9.968386079,9.015837995,9.563788966,9.403755033,9.348562028
3619887,3619887,GO:0003676,B7Z839,ENSG00000178997,161829,,8.373039433,8.348348333,8.349313089,8.351153707,8.359273019,8.311144204,8.347675701,8.414413497,8.347282624
2907943,2907943,GO:0005886,Q8TBA1,ENSG00000124574,89845,,9.193397521,9.179474214,8.991394083,9.156533083,9.127138855,9.450261439,9.215542331,9.263013252,9.126121994
2911944,2911944,GO:0003674,D6REP0,ENSG00000118482,23469,,9.459376583,9.191855483,9.062715004,9.455430826,9.2473633,9.299817846,9.171696787,9.149464168,9.724953957
3718185,3718185,GO:0030335,Q6I9T4,ENSG00000172156,6356,,8.583424845,8.463150402,8.410746866,8.478023889,8.536921139,8.415078431,8.494348645,8.778493676,8.487633617
2702724,2702724,GO:0004857,Q9BS40,ENSG00000079257,56925,,8.410174673,8.40995412,8.879124112,8.780626769,8.366029201,8.745111215,8.573052173,8.383538059,8.7804051
2880044,2880044,GO:0005886,Q8TDV0,ENSG00000173250,134391,,8.442777624,8.389355759,8.311180937,8.265405731,8.398533779,8.340207207,8.284427498,8.600805939,8.35099703
3361523,3361523,GO:0007608,Q8NH74,ENSG00000175393,390093,,8.309573218,8.21822694,8.196266975,8.290612745,8.249149485,8.241733578,8.233302965,8.238847425,8.219464125
3401197,3401197,,B7Z989,ENSG00000171792,,,9.387565374,9.308044279,9.392245221,9.727467232,10.07228392,9.035055634,9.539712837,9.365424039,9.095573122
3800619,3800619,GO:0030036,Q13464,ENSG00000215585,6093,,8.759191394,8.985535796,9.271817769,9.083805378,9.180266276,8.916610707,9.098936935,8.880808583,8.892617113
2322598,2322598,GO:0005886,B1AKD8,ENSG00000215908,9696,,9.264164806,9.06774929,8.981772381,9.094486564,9.087236373,8.987628506,8.978094378,9.261364692,9.158014673
3547610,3547610,GO:0008270,Q6PJT7,ENSG00000100722,79882,,8.967662422,9.220709401,9.314937496,9.414548083,9.375796586,9.221454664,9.61144767,9.059597463,9.240745339
3321361,3321361,GO:0005515,Q9HCB6,ENSG00000152268,10418,,8.529764505,8.412320454,8.42865383,8.501709773,8.445191577,8.413275666,8.417663519,8.65648062,8.472935836
3599495,3599495,GO:0030036,Q9UQ03,ENSG00000103647,10391,,8.850461757,8.896006203,9.443030789,8.596874694,10.70450115,8.514128185,8.56512463,8.936541524,8.785796466
2438504,2438504,GO:0003735,Q96A35,ENSG00000143314,79590,,10.53806422,11.00638943,10.65910669,10.47128561,10.18200495,10.74271732,10.63668856,9.248342529,10.16472835
2934682,2934682,GO:0008233,B4DPH4,ENSG00000183281,5340,,8.497419778,8.35344139,8.399420188,8.414021025,8.441977603,8.385267478,8.388192859,8.536909404,8.438401515
3378983,3378983,,Q8NBR9,ENSG00000184224,100505621,,8.779228708,8.744855184,8.784443647,8.752741908,8.843681778,9.059531122,8.76140707,8.936432792,8.978931584
3823390,3823390,GO:0007608,O60404,ENSG00000171936,26532,,8.429923103,8.270325415,8.331923555,8.34626456,8.308797844,8.268598252,8.280175638,8.569259839,8.352211037
2565246,2565246,GO:0003674,O75204,ENSG00000135956,55654,,9.414294257,9.406839615,9.455323959,9.564302909,9.518662039,9.525757834,9.458544916,9.446424429,9.421488827
2522094,2522094,,C9J2Y5,ENSG00000196141,26010,,9.250877817,9.359458024,9.362485653,9.39754682,9.273895742,9.165592182,9.3289963,9.221928977,8.992355274
3399004,3399004,GO:0005886,Q7Z3W6,ENSG00000183715,4978,,8.401903951,8.365045651,8.334564499,8.357421258,8.365190396,8.316930991,8.329280641,8.508641559,8.398392603
3322669,3322669,GO:0005488,Q7Z469,ENSG00000189332,,,8.604661696,8.809704551,8.700359069,8.784316834,8.605240992,8.60041476,8.679929862,8.6331418,8.700221575
3527831,3527831,GO:0003676,Q9H1E1,ENSG00000165799,84659,,8.559685863,8.433130131,8.41005987,8.467188223,8.475248428,8.495109537,8.431961588,8.648842928,8.476430407
2933331,2933331,GO:0005886,Q9Y5X1,ENSG00000130340,51429,,10.03905542,9.492569956,9.402945948,9.363334722,9.808769793,9.733898293,9.874455172,9.570988989,9.587609635
3956768,3956768,GO:0005886,Q92737,ENSG00000100276,10633,,8.629351506,8.430331439,8.407593104,8.455283819,8.492864886,8.394910882,8.463836898,8.616599769,8.560034466
3990795,3990795,GO:0003676,Q5JY83,ENSG00000134597,51634,,9.13122898,9.097964755,9.030175089,9.065079489,8.906755296,8.895357,9.186830596,8.907137771,9.073064305
3308685,3308685,,,ENSG00000229847,,,8.687075015,8.563833062,8.586709016,8.653427551,8.637601414,8.545070402,8.533468998,8.745932363,8.645006501
3833402,3833402,GO:0004706,Q02779,ENSG00000130758,4294,,9.432386043,9.040535385,8.973748333,9.213047394,9.125644587,9.092355515,9.006450044,9.631090664,9.321091053
3310479,3310479,,Q9NXX6,ENSG00000107672,54780,,9.173749103,9.000890595,9.063255997,9.381098118,9.046792627,9.154137143,9.231266599,9.133639407,9.052366555
3734966,3734966,GO:0003674,Q8TCJ6,ENSG00000188126,,,9.110946013,8.928436417,8.96978243,9.027972795,8.975814215,9.03733145,8.951419549,9.230007972,9.054438548
2752243,2752243,GO:0006511,D6RJ92,ENSG00000164118,80817,,8.730007968,8.721161055,8.925775625,8.840574144,8.645347183,8.792961828,8.833296536,8.574848143,8.631912401
3759186,3759186,GO:0003674,Q9UKJ3,ENSG00000186566,23131,,9.006221453,9.152137973,9.214489884,9.111648623,9.186490598,9.148165602,9.236353814,9.039682657,9.183663092
2978050,2978050,GO:0008270,Q149N8,ENSG00000146414,257218,,8.645178502,8.941877039,8.657231101,8.839397765,9.055190902,8.884713284,8.687647673,8.618555329,8.997584977
3007829,3007829,GO:0031527,O00144,ENSG00000188763,8326,,9.635527054,9.261143996,9.267348354,9.303235874,9.326925775,9.304449784,9.567292087,9.680968,9.518709577
2970607,2970607,GO:0005515,Q8IZT8,ENSG00000249853,222537,,8.570007959,8.616951934,8.524412944,8.485224832,8.636160597,8.494096024,8.500962198,8.668227991,8.546890693
2627368,2627368,,Q96BT1,ENSG00000163632,,,8.350619289,8.329337722,8.311774364,8.311345602,8.354116721,8.257367411,8.324996165,8.398391298,8.326530569
2701049,2701049,GO:0005886,Q9BY21,ENSG00000138271,53836,,8.38762072,8.41466756,8.344084425,8.373076085,8.341686169,8.384069253,8.389685556,8.369243884,8.404579775
2563481,2563481,,Q9NPI7,ENSG00000172086,51315,,8.680085083,8.640335416,8.643583083,8.773298905,8.595582002,8.69224855,8.75785356,8.559232951,8.530609106
3554452,3554452,GO:0005874,Q9Y4F5,ENSG00000099814,283638,,9.469354895,9.662401632,9.196542396,9.279521035,9.24696177,9.476777842,9.549592802,9.717375938,9.290989237
3761054,3761054,GO:0016192,Q9P299,ENSG00000005243,51226,,9.906130186,8.71515,9.485418941,8.836100933,8.759844917,8.610191298,9.637648948,9.192534381,9.237313989
3696016,3696016,GO:0008233,P40306,ENSG00000205220,5699,,9.07332848,8.843732473,8.805010221,8.925766843,8.764256693,8.864748001,8.805477419,9.01670408,8.93622438
3232349,3232349,GO:0005515,Q5VSR5,ENSG00000067057,5214,,10.38801058,9.985531887,10.01976768,10.70012535,10.25641704,10.39078652,10.9266289,9.953950587,10.32131254
2464353,2464353,GO:0055086,Q5SY84,ENSG00000035687,159,,9.238051163,10.36123742,9.898327463,9.62152015,9.953499868,9.79382038,10.61977668,9.128660836,9.028645504
3636522,3636522,GO:0005737,Q9Y3E1,ENSG00000166503,50810,,9.253842437,9.241829281,9.648520516,9.624845756,9.777986063,8.867677007,9.07459294,9.18722444,9.553742947
3193018,3193018,GO:0003674,B7Z969,ENSG00000160325,11094,,9.144043437,8.988882277,8.985058607,8.896357998,9.01367894,8.955276711,8.897171132,9.20056011,9.066681141
3222128,3222128,GO:0005886,D9N2U0,ENSG00000181634,9966,,8.503440476,8.396412197,8.332629654,8.431749442,8.384747395,8.374748449,8.376673758,8.543369483,8.460592378
3837825,3837825,GO:0005244,Q9UNX9,ENSG00000182324,3770,,8.738807247,8.748642066,8.656267839,8.794936269,8.825183084,8.692885335,8.635194454,9.071482167,8.788921308
3644664,3644664,GO:0004536,Q6JVM2,ENSG00000167968,1775,,8.925787846,8.717496328,8.724442866,8.747928455,8.772929771,8.673707291,8.70701772,9.004236414,8.858821164
2358092,2358092,GO:0016829,Q9ULX7,ENSG00000118298,23632,,9.094881317,10.26040173,9.23210322,8.437224661,8.538169272,11.56500757,10.31226713,8.574283078,8.829988811
3688539,3688539,,,,,,8.619800412,8.485686596,8.445647895,8.480369644,8.529402433,8.443281001,8.492292327,8.7184109,8.53569162
3867965,3867965,GO:0030336,P10301,ENSG00000126458,6237,,9.554021651,9.427644052,10.24518042,10.7910637,9.249797328,9.738498555,10.32621866,10.52716007,10.22178284
3096171,3096171,GO:0006281,P06746,ENSG00000070501,5423,,9.3504608,8.999299086,9.114298046,8.723182524,9.221509979,9.158087426,9.370202357,8.759958362,9.572136517
2397898,2397898,GO:0009408,Q5T5Q0,ENSG00000173641,27129,,8.65257597,8.495820634,8.519671642,8.606401485,8.613075069,8.512078059,8.499735084,8.616148334,8.568033107
2365496,2365496,GO:0007275,Q5TIJ1,ENSG00000143157,57645,,9.590940598,10.02081687,9.525915629,9.619964589,9.348865497,9.75626454,9.865878795,9.359611373,9.519561752
3817464,3817464,GO:0008233,Q8N594,ENSG00000008382,84954,,9.287259353,9.060215836,9.121699342,9.028964968,9.291021427,8.965722469,9.089442884,9.17111738,9.176197046
3953033,3953033,GO:0003676,C9K041,ENSG00000099899,27037,,9.369964296,9.383121535,9.172168051,9.020295337,9.15809205,9.057226448,9.329491431,9.404722556,9.437429019
2830504,2830504,GO:0005216,Q9NZM6,ENSG00000078795,27039,,8.59011746,8.54258215,8.524899271,8.5323193,8.523215676,8.521793549,8.510322195,8.598608901,8.570680542
3873824,3873824,GO:0016020,Q8TDI7,ENSG00000149488,117532,,8.598353674,8.543758859,8.475725763,8.531960723,8.546696558,8.502076432,8.498507291,8.657620041,8.592833162
3432030,3432030,GO:0003995,D6RFF6,ENSG00000111271,80724,,8.929386376,8.936237952,9.700070305,8.952992773,9.106554474,9.649513083,9.1800524,8.903153415,9.342384931
2536071,2536071,GO:0007160,B5MEF5,ENSG00000162804,25992,,9.031256127,8.858698068,9.211806474,9.002965371,8.922582316,8.836384425,9.068577721,9.149502312,8.987256031
3164999,3164999,,Q9UH64,ENSG00000224854,,,8.659844591,8.538278228,8.549416305,8.521222292,8.554891744,8.560059779,8.502324989,8.784672383,8.629374298
2573570,2573570,GO:0016565,Q5JV87,ENSG00000115112,29842,,8.815076096,8.631218806,8.578805588,8.728848992,8.698312869,8.591933288,8.680210557,8.779073674,8.723198776
3318390,3318390,GO:0003674,B4DDQ5,ENSG00000121236,445372,,8.733034981,8.476572926,8.495254859,8.45555612,8.550711445,8.433804321,8.481094572,8.774330528,8.613070571
3882214,3882214,GO:0008289,Q8NFQ5,ENSG00000167104,128859,,8.729515157,8.548775353,8.5125682,8.568899778,8.607127886,8.545941196,8.540137027,8.746776105,8.631841147
2596689,2596689,GO:0016020,Q8WXB1,ENSG00000144401,151194,,8.945993317,8.916815504,8.972048029,9.140261395,8.903818055,8.969891312,8.891479742,8.93933072,8.922762317
2835021,2835021,GO:0016670,D6R9J0,ENSG00000145882,78991,,9.378362864,9.558681468,9.410234465,9.254330157,9.353471004,10.12478205,9.484886307,9.396579044,9.353380947
2767159,2767159,GO:0007275,Q99453,ENSG00000109132,8929,,8.779533716,8.657406666,8.676794713,8.709999316,8.741381398,8.663298584,8.641695571,8.876378581,8.774227862
3961699,3961699,GO:0008233,Q7Z6W7,ENSG00000172404,63929,,8.27011293,8.311957526,8.288329901,8.317092792,8.29986842,8.383888037,8.265992683,8.377203115,8.287408874
3761127,3761127,GO:0010369,Q6IBN6,ENSG00000108468,10951,,9.210088948,9.345288693,9.395269488,9.233474715,9.451103806,8.818042337,9.195682789,8.864058969,9.060406838
3445768,3445768,GO:0005783,Q96DN0,ENSG00000139055,121506,,8.468071247,8.467720589,8.432301672,8.376051842,8.388161321,8.357060235,8.367322094,8.429476213,8.403646219
3358618,3358618,GO:0005515,Q6W3D1,ENSG00000184956,100510468,,9.072704747,8.843943568,8.794898205,8.868117565,8.887802108,8.809025822,8.824378159,9.158360524,8.999713878
3174086,3174086,GO:0016020,A7E2U4,ENSG00000204711,138255,,8.347386446,8.32417725,8.297408476,8.277025978,8.284987566,8.274778523,8.257502655,8.298687281,8.264495432
3676328,3676328,GO:0005543,Q8NFA2,ENSG00000196408,124056,,9.146518802,8.974553931,8.899585295,8.995772326,9.052215787,8.870697522,8.856503608,9.15300195,9.08336197
3563734,3563734,GO:0007264,B7ZKT6,ENSG00000100485,6655,,8.969216637,9.047422836,9.398249064,9.473856463,9.429312362,9.308752025,9.704614913,9.172515103,9.000306956
3576889,3576889,GO:0008233,D3VVM7,ENSG00000066427,4287,,8.960797392,8.866120831,9.202238784,9.309500362,9.339309341,9.384545975,9.765429874,8.959510384,9.296346606
3259087,3259087,GO:0016874,Q6P461,ENSG00000173124,142827,,8.428340236,8.405771089,8.356041794,8.431900905,8.352622035,8.370262897,8.402830049,8.579151559,8.414283158
3869158,3869158,GO:0005529,O15389,ENSG00000105501,8778,,8.681828293,8.624320025,8.59970188,8.618717855,8.579790897,8.55018418,8.590693717,8.811770863,8.614908067
3593065,3593065,GO:0005886,O76030,ENSG00000074803,6557,,8.370691131,8.285781483,8.282588628,8.295714573,8.277064584,8.250314756,8.268668206,8.360064487,8.272175557
3990566,3990566,GO:0005634,Q5TAP6,ENSG00000214320,10813,,9.171290585,9.530066818,9.304005327,9.406852328,9.026751372,8.724515206,9.151450166,8.989198106,8.763995429
2748723,2748723,GO:0005886,P49146,ENSG00000185149,4887,,8.559050392,8.473788972,8.494610742,8.479468214,8.563529598,8.453218755,8.513722657,8.569171397,8.57939812
3485863,3485863,GO:0004527,Q5JXM0,ENSG00000120699,11340,,9.768904945,9.657267415,10.29438292,9.361046885,10.0210496,9.276673509,9.796845153,9.236050845,9.366246165
3573229,3573229,GO:0006281,Q13686,ENSG00000100601,8846,,8.717541197,8.793385015,8.837365476,8.741260618,8.87978608,8.983785766,9.241589284,8.640044426,8.862078842
3861905,3861905,GO:0009615,Q8IZI9,ENSG00000183709,282617,,10.43653034,9.796780409,9.481316464,9.887665379,9.926306312,9.628234148,9.56651155,10.57989135,10.33705426
2458580,2458580,GO:0007275,O00292,ENSG00000143768,10637,,8.948281313,8.805858192,8.721585705,8.730881279,8.730570265,8.754618522,8.746080849,9.064488361,8.789475736
3759006,3759006,GO:0030018,P02730,ENSG00000004939,6521,,8.799260966,8.643488623,8.623918207,8.692459708,8.668812505,8.612610944,8.635450443,8.928186267,8.730797754
3153235,3153235,,,ENSG00000229140,,,8.357540998,8.351032762,8.459713393,8.256291917,8.345056504,8.229721853,8.263528972,8.384776242,8.437264036
2818281,2818281,GO:0015991,Q52LC2,ENSG00000205464,92270,,8.978401928,8.652979839,9.344492596,8.763724191,8.853961111,8.921295528,9.19453655,8.746684578,8.707432755
2448232,2448232,GO:0031965,Q9UE33,ENSG00000047410,7175,,8.644325227,9.826411743,9.203694207,9.606256545,9.347543245,9.697102891,9.422831002,8.989105661,9.227344482
3053691,3053691,GO:0005529,P08236,ENSG00000169919,2990,,10.40251391,10.59337608,10.04206261,9.612005344,10.89242034,10.62592618,10.64151423,10.06767233,10.21345996
2517698,2517698,GO:0007605,A0PK15,ENSG00000090273,494513,,8.296906967,8.268100908,8.370777055,8.349746506,8.333966049,8.408843596,8.320503238,8.337223081,8.284674875
2584207,2584207,GO:0008270,Q9BYX4,ENSG00000115267,64135,,8.50340323,8.454966049,8.472230227,8.588784735,8.719286452,8.541545686,8.491782651,8.604415795,8.6936621
3818641,3818641,GO:0045449,A6NE82,ENSG00000196589,729458,,8.744028699,8.648597862,8.600769196,8.648094106,8.699803507,8.58807169,8.596997271,8.824186814,8.728121161
3323556,3323556,GO:0005198,Q92832,ENSG00000225477,4745,,8.486794645,8.413025362,8.424749744,8.430624058,8.843453967,8.39135767,8.404547034,8.639995977,8.438929892
3818648,3818648,GO:0008270,B7Z798,ENSG00000130544,148156,,8.679240398,8.613715062,8.747222586,8.586736385,8.749511231,8.590368209,8.664800004,8.671731309,8.648300194
3439510,3439510,,,ENSG00000111181,,,8.686935715,8.54754472,8.514431143,8.566893918,8.591539124,8.554424559,8.521864461,8.773586759,8.63651853
3850859,3850859,GO:0007204,Q3MIN7,ENSG00000205517,57139,,8.948113739,8.945768693,8.924829082,8.883339766,8.80541749,8.772433788,8.980290222,8.997741821,8.912635196
3740838,3740838,GO:0005697,B7Z874,ENSG00000070366,23293,,8.922903652,8.861420814,8.948828645,8.924305826,8.920228355,8.781606647,8.869131421,9.011013586,8.910883958
2854915,2854915,GO:0006958,C9JX36,ENSG00000039537,729,,8.380802015,8.297199243,8.319086208,8.292160962,8.308464302,8.283497476,8.300152974,8.367246497,8.310998786
2602403,2602403,GO:0005542,Q9BZV2,ENSG00000135917,80704,,9.257725348,8.646895401,8.622902842,8.696160164,8.654109568,8.849933812,8.663430413,8.871188402,9.03932991
2359646,2359646,GO:0030674,Q6FHY3,ENSG00000203782,4014,,9.552683168,9.299300962,9.248697935,9.353350927,9.351416866,9.235410822,9.253086448,9.710489485,9.547044428
2745067,2745067,GO:0006909,D6RBS5,ENSG00000179387,255520,,8.667268581,8.801437212,8.853372954,8.838420693,8.821594747,9.137955486,8.978456395,8.512777709,8.849281866
3037944,3037944,GO:0006281,A4D105,ENSG00000106399,6119,,9.095463022,8.986066486,8.926262238,8.88543777,9.003328493,8.96538534,8.87779262,8.969080206,8.863247183
3882681,3882681,GO:0031902,Q9H444,ENSG00000101421,128866,,9.748506537,9.746347632,9.665446632,9.790951978,9.679010432,9.484698518,9.49804328,9.649304645,9.722909546
2899372,2899372,GO:0006629,C9JZT5,ENSG00000026950,11119,,8.918121583,8.916387931,9.656276242,9.085127005,9.251961542,9.953686619,9.754057364,9.294404661,9.26168305
3822805,3822805,GO:0006629,B3KSQ1,ENSG00000235043,9524,,10.38982929,10.45388337,10.18800698,10.66334289,10.20848205,9.822498868,9.870970348,9.522611581,10.27488372
3143112,3143112,GO:0004527,A0PJM3,ENSG00000230762,100288500,,8.931564241,8.696988002,8.655830614,8.743840566,8.750644023,8.697414522,8.674442616,8.965962937,8.901369077
2741083,2741083,GO:0008168,B4DJF7,ENSG00000145388,57721,,8.904984227,9.103381304,9.28142042,9.087567079,8.848147919,9.14766485,9.380570056,8.726582289,9.111859356
3883547,3883547,GO:0008270,Q5JXL1,ENSG00000219608,51230,,9.097543519,9.258305511,9.261994597,9.126758975,8.844972347,9.258664365,9.024309307,8.852269178,9.050737466
2358117,2358117,GO:0005576,Q5TB16,ENSG00000118292,79630,,8.40614297,8.381331841,8.353715033,8.314572596,8.435801352,8.501008743,8.493377601,8.354087927,8.47388965
2429613,2429613,GO:0007275,A6PVY9,ENSG00000177551,4808,,8.442803815,8.429382094,8.36651112,8.403390078,8.327589647,8.3563046,8.396688523,8.47337566,8.38750069
3815355,3815355,GO:0005234,O60391,ENSG00000116032,100508403,,9.365437523,9.001965282,8.996837731,9.117460956,9.074045726,8.965739904,9.000290278,9.414493631,9.259103609
2863363,2863363,GO:0005886,O00254,ENSG00000164220,2151,,8.4407118,8.748621799,8.369336552,8.398502988,8.440517411,8.340753779,8.36977877,8.465308319,8.393997615
3964154,3964154,GO:0001729,Q8TCT0,ENSG00000100422,64781,,9.787182699,9.715701675,9.660754991,9.182562421,9.127946161,9.052356106,9.879199196,9.27449347,9.806661715
3633191,3633191,GO:0004129,Q5XKK7,ENSG00000178761,57184,,9.036542223,8.969013611,9.210200005,8.984105495,9.032149337,9.266335331,9.045000538,8.947344432,9.165583902
3960440,3960440,GO:0016020,B0QY30,ENSG00000251267,25829,,10.0716167,10.07750194,9.577986211,9.439027451,9.360259171,10.11415075,10.01103782,9.611093145,9.881405176
3620421,3620421,GO:0016787,C9J281,ENSG00000168907,255189,,8.635816743,8.51703268,8.512997554,8.542002648,8.544743983,8.515041079,8.50624595,8.731178654,8.611458702
3360350,3360350,GO:0007608,Q8NGJ4,ENSG00000176787,119678,,8.297501256,8.258623538,8.292723653,8.32105526,8.281467398,8.260646085,8.297030016,8.30994424,8.259883456
3738820,3738820,GO:0007204,Q9UKP6,ENSG00000181408,2837,,9.310421682,9.073129536,8.971646252,9.073276336,9.079968599,8.997029038,9.045819641,9.376606995,9.211284553
2878074,2878074,GO:0005886,O14511,ENSG00000158458,9542,,9.165250976,9.034734494,9.003690152,8.957119493,9.496987103,9.013321821,8.908291734,9.169634666,9.163376349
3923881,3923881,GO:0045095,P60328,ENSG00000205439,386683,,9.219707536,8.989124635,8.984646271,9.043453057,9.024292058,9.054700857,8.991088166,9.400494469,9.242077091
2360498,2360498,GO:0007275,Q9Y5L5,ENSG00000163352,55891,,8.61371023,8.608151138,8.530029776,8.57873362,8.644357136,8.610459197,8.593084123,8.787863811,8.61097649
2767295,2767295,GO:0006355,Q6ZU67,ENSG00000188848,389206,,8.875841762,8.686197218,8.648200775,8.728157395,8.764169307,8.645971373,8.69695522,8.88836655,8.824854954
3556966,3556966,GO:0051225,Q9H6D7,ENSG00000092036,54930,,9.733751341,9.484898719,9.712959759,9.808801897,9.677121409,9.859618195,10.60461657,9.420243469,9.735734809
2442698,2442698,GO:0007275,O75629,ENSG00000143162,8804,,9.460765837,9.662039304,9.467128008,9.545657155,9.648331467,10.02369227,9.950706726,9.346266319,9.787710798
3545345,3545345,GO:0016020,B2RN22,ENSG00000165548,57156,,8.494499415,8.416155942,8.376575334,8.455427815,8.404698132,8.765603072,8.390192184,8.565851311,8.571368089
3693240,3693240,,Q96A19,ENSG00000135736,92922,,9.285280009,9.064543291,8.99779384,9.087704811,9.007863249,8.99839933,8.987340353,9.404514811,9.105300465
3946705,3946705,GO:0008270,B0QYT0,ENSG00000100395,83746,,9.431676254,9.272709509,9.105673889,8.898089387,9.07062314,9.302713939,9.032365617,9.057265622,9.147147463
3687910,3687910,GO:0008270,Q25QX8,ENSG00000156853,115509,,9.212953472,8.793604401,9.029579759,8.873875405,9.144266609,9.061480299,9.372701691,9.005168441,8.88330499
2489606,2489606,GO:0016779,Q9NR33,ENSG00000115350,56655,,9.774503064,9.954059694,9.700370077,10.14764529,10.40379689,9.924121486,9.923018216,8.98098919,9.629911083
2488959,2488959,GO:0008233,B5M0B6,ENSG00000124356,10617,,9.515449846,9.681360032,9.582507252,9.531168566,9.983317219,9.680542276,9.603003939,9.153679586,9.191471636
3039177,3039177,GO:0045941,C9J4P4,ENSG00000006468,2115,,9.713400675,9.208531467,9.336806311,8.685426154,9.461995445,9.16305305,9.273645087,8.884594612,8.742138045
3418534,3418534,GO:0003746,Q96AZ1,ENSG00000123297,25895,,8.81158215,8.732042455,8.849653161,8.920048674,8.863599684,8.624145854,8.806112082,8.920655519,8.742982569
3996227,3996227,GO:0006007,A2ID96,ENSG00000007350,8277,,8.818584225,8.599072783,8.852101791,8.571521553,8.911396285,8.835464197,8.949160935,8.679410405,8.59072181
3893481,3893481,,Q9BVV2,ENSG00000125531,79025,,8.821037634,8.67506695,8.590232502,8.732481512,8.712107759,8.705796255,8.653987378,8.997636571,8.815068178
