Name	GSM433776	GSM433777	GSM433778	GSM433779	GSM433780	GSM433781	GSM433782	GSM433783	GSM433784
GO:0007275	8.59059493	9.674011728	9.5534873910000009	8.4666022680000008	9.2840961830000008	10.82921647	10.177874340000001	10.948146899999999	9.1720457839999998
GO:0005506	10.840828139999999	10.028443169999999	10.007691680000001	9.7640417110000008	11.01041064	10.350337769999999	10.563931950000001	9.7457998620000001	11.50669377
GO:0002224	9.0525909349999996	9.3462100400000008	11.00880439	10.51650089	10.06895061	10.38469997	9.3828870470000005	10.835065520000001	11.307288099999999
GO:0005634	10.941143540000001	10.95783278	10.795949370000001	9.8335547160000001	11.347687860000001	11.646391489999999	12.838912580000001	9.9583800460000003	12.295264469999999
GO:0006457	9.2897925019999992	9.8434824340000002	10.371701549999999	10.13224821	10.63002311	10.56502849	11.35542208	10.168547869999999	9.7455373880000007
GO:0004992	8.7809092609999997	8.8645194309999997	8.5483468729999998	8.6395037810000002	8.6780212980000009	8.8933515300000003	8.6662895689999999	9.2504724930000002	9.9910726780000001
GO:0007596	8.5087603830000003	8.3962147510000005	8.4082331939999992	9.6864616290000001	8.4875291090000005	8.4053130179999993	8.4484250010000004	8.6976958660000001	8.7364327970000009
GO:0016020	12.03261902	10.39641037	9.9344158920000005	9.9825734239999999	10.06149184	9.9421733410000002	10.363689369999999	9.6027442789999995	10.101076089999999
GO:0005607	9.1842647280000005	10.80527932	10.02738128	11.36503123	9.8513360569999993	11.055975289999999	10.621553799999999	10.8588462	10.89212319
GO:0006810	8.5536250759999994	10.106144690000001	8.7913131510000007	8.4544737609999991	8.5496009090000005	8.9053767209999997	8.9760999570000006	9.431338191	8.5434688429999994
GO:0007275	10.23807989	10.482418020000001	10.76958495	9.1150080780000007	10.794244600000001	10.31997939	10.560919480000001	9.0684588169999998	10.741895680000001
GO:0016020	8.8048741760000002	9.1291227789999994	9.252686508	9.6472752780000004	9.1925399500000005	10.50142928	9.1158921920000004	8.8417603109999998	9.0462164430000005
