NS3,SLIT3
NS3,SMAD3
NS3,SMURF2
NS3,SNRPD1
NS3,SNX4
NS3,SPOCK3
NS3,SPON1
NS3,SRPX2
NS3,SSX2IP
NS3,STAB1
NS3,STAT3
NS3,SVEP1
NS3,SYNE1
NS3,SYNPO2
NS3,TAF1
NS3,TBC1D2B
NS3,TBK1
NS3,TBXAS1
NS3,TGFB1I1
NS3,THAP1
NS3,TICAM1
NS3,TMEM63B
NS3,TP53
NS3,TRIM23
NS3,TRIM27
NS3,TRIO
NS3,TRIP11
NS3,TXNDC11
NS3,UBE1C
NS3,USHBP1
NS3,UXT
NS3,VCAN
NS3,VIM
NS3,VWF
NS3,XAB2
NS3,XRN2
NS3,YY1AP1
NS3,ZBTB1
NS3,ZCCHC7
NS3,ZHX3
NS3,ZMYM2
NS3,ZNF281
NS3,ZNF410
NS3,ZZZ3
NS4A,CREB3
NS4A,ELAC2
NS4A,HOXD8
NS4A,NR4A1
NS4A,TRAF3IP3
NS4A,UBQLN1
NS4B,CREBL1
NS5A,ACLY
NS5A,AHNAK
NS5A,AHSA1
NS5A,AKT1
NS5A,APOA1
NS5A,APOE
NS5A,ARFIP1
NS5A,AXIN1
NS5A,BAX
NS5A,BIN1
NS5A,C10orf30
NS5A,C9ORF6
NS5A,CADPS
NS5A,CADPS2
NS5A,CCDC100
NS5A,CCDC86
NS5A,CDK1
NS5A,CDK6
NS5A,CENPC1
NS5A,CENTD2
NS5A,CEP250
NS5A,CEP57
NS5A,CEP63
NS5A,CRABP1
NS5A,CSK
NS5A,DNAJA3
NS5A,EFEMP1
NS5A,EIF2AK2
NS5A,FBL2
NS5A,FBXL2
NS5A,FHL2
NS5A,FTH1
NS5A,FYN
NS5A,GOLGA2
NS5A,GPS2
NS5A,GRB2
NS5A,GSK3A
NS5A,GSK3B
NS5A,HCK
NS5A,IGLL1
NS5A,IPO4
NS5A,ITGAL
NS5A,JAK1
NS5A,LCK
NS5A,LIMS2
NS5A,LOC374395
NS5A,LYN
NS5A,MAPK12
NS5A,MGC2574
NS5A,MGP
NS5A,MOBK1B
NS5A,NAP1L1
NS5A,NAP1L2
NS5A,NDRG1
NS5A,NFE2
NS5A,NUCB1
NS5A,OAS1
NS5A,PARVG
NS5A,PDPK1
NS5A,PIK3R1
NS5A,PIK4CA
NS5A,PITX1
NS5A,PMVK
NS5A,PPP1R13L
NS5A,PSMB9
NS5A,PTMA
NS5A,RAF1
NS5A,RANBP5
NS5A,RPL18A
NS5A,RRBP1
NS5A,SFRP4
NS5A,SHARPIN
NS5A,SMYD3
NS5A,SORBS2
NS5A,SORBS3
NS5A,SRC
NS5A,SRCAP
NS5A,SSB
NS5A,TACSTD2
NS5A,TAF9
NS5A,TBP
NS5A,TGFBR1
NS5A,THBS1
NS5A,TMF1
NS5A,TP53
NS5A,TP53BP2
NS5A,TRAF2
NS5A,TRIOBP
NS5A,TXNDC11
NS5A,UBASH3A
NS5A,USP19
NS5A,VAPA
NS5A,VAPB
NS5A,VPS35
NS5A,VPS52
NS5A,ZH2C2
NS5A,ZNF646
NS5B,ACTN1
NS5B,CEP250
NS5B,CEP68
NS5B,CHUK
NS5B,DDX5
NS5B,EIF4A2
NS5B,FBXL2
NS5B,HAO1
NS5B,HOXD8
NS5B,MGC2752
NS5B,MOBK1B
NS5B,NCL
NS5B,NR4A1
NS5B,OS9
NS5B,PKM2
NS5B,PKN2
NS5B,PPIB
NS5B,PSMB9
NS5B,PTBP2
NS5B,SETD2
NS5B,SHARPIN
NS5B,TTC4
NS5B,TUBB2C
NS5B,UBQLN1
NS5B,VAPA
NS5B,VAPB
p7,CREB3
p7,FBLN2
p7,FMNL1
p7,FXYD6
p7,H19
p7,ISLR
p7,LMNB1
p7,MS4A6A
p7,NUP214
p7,SLIT2
p7,SSR4
p7,STRBP
p7,UBQLN1
p7,UBQLN4
