HD,PACSIN1
MYST2,PACSIN1
PACSIN2,PACSIN1
PACSIN3,PACSIN1
SOS1,PACSIN1
SYNJ1,PACSIN1
WASF2,PACSIN1
WASL,PACSIN1
CTBP2,BAZ2B
HAP1,GLTSCR2
PTEN,GLTSCR2
GUCA1A,GUCY2D
GUCA1B,GUCY2D
GUCY2D,GUCA2B
ELAVL1,TNPO2
NXF1,TNPO2
PIK3CD,TNPO2
TNPO2,TCL1B
ERO1L,P4HB
SLC2A4,ERO1L
ERO1L,TXNDC4
EFEMP2,APEX2
AQP1,EFEMP2
ATN1,EFEMP2
ATXN1,EFEMP2
BAT3,EFEMP2
CCND3,EFEMP2
CCNK,EFEMP2
EFEMP2,COL8A1
FAM107A,EFEMP2
GFI1B,EFEMP2
EFEMP2,HHEX
EFEMP2,HOXA1
IL16,EFEMP2
KIAA0738,EFEMP2
PLSCR1,EFEMP2
RERE,EFEMP2
EFEMP2,RIBC2
EFEMP2,SGTA
TP53,EFEMP2
TXNL2,EFEMP2
EFEMP2,UBQLN1
ZNF263,EFEMP2
EFEMP2,ZNF638
APEX1,GZMA
NRXN1,NXPH1
ABI2,SH3KBP1
BLNK,SH3KBP1
BMPR1B,SH3KBP1
CAPZA1,SH3KBP1
CBL,SH3KBP1
CBLB,SH3KBP1
CD2,SH3KBP1
SH3KBP1,DDEF2
GRB2,SH3KBP1
HCK,SH3KBP1
MET,SH3KBP1
SH3KBP1,NEDD4
PAK2,SH3KBP1
PDCD6,SH3KBP1
PDGFRB,SH3KBP1
PIK3CA,SH3KBP1
PIK3R1,SH3KBP1
SH3GL1,SH3KBP1
SH3GL2,SH3KBP1
SH3GL3,SH3KBP1
SOS1,SH3KBP1
SH3KBP1,SYNJ1
TAF6,SH3KBP1
SH3KBP1,TJP2
UBB,SH3KBP1
MEIS1,TLX3
GZMB,BID
GZMB,CASP10
CASP3,GZMB
CASP7,GZMB
GZMB,CASP9
GZMB,CHRM3
GZMB,DFFA
GZMB,GRIA3
PARP1,GZMB
F10,HIST1H1C
PAX6,RAX
EGFR,HIST1H1E
CDK2,HIST1H1B
ATM,H2AFX
BRCA1,H2AFX
H2AFZ,HIST1H2BD
H3F3A,ALB
CDH1,H3F3A
CREBBP,H3F3A
H3F3A,EIF2S3
EP300,H3F3A
ERBB2,H3F3A
CDC2,HIST1H1A
CRP,HIST1H1A
GADD45A,HIST1H1A
COL4A1,HABP2
COL4A2,HABP2
COL4A3,HABP2
COL4A4,HABP2
COL4A5,HABP2
COL4A6,HABP2
APP,HADH2
APP,HADHB
GRB2,HADHB
HADHA,HADHB
EEF1B2,HARS
EEF1G,HARS
CPM,HBA2
HBA2,HBB
HBB,HBD
HBA2,HBE1
CYB5R3,HBG2
HBA2,HBG2
HBB,HBG2
ATP6AP1,HBZ
FGFR3,HBZ
HBB,HBZ
HBG2,HBZ
CTSG,SERPIND1
ELA2,SERPIND1
F2,SERPIND1
HCFC1,EGR2
HCFC1,GABPA
GABPB2,HCFC1
ABL1,HCK
ABL2,HCK
ACTB,HCK
HCK,ARRB1
HCK,BCR
BTK,HCK
CBL,HCK
CCR3,HCK
CSF2RB,HCK
HCK,CSF3R
HCK,CSK
DNM2,HCK
HCK,DOK1
FCGR1A,HCK
HCK,FCGR2A
HCK,RAPGEF1
HCLS1,ACTA1
HCLS1,CASP3
HCLS1,CD79A
HCLS1,CSNK2A1
HCLS1,FGR
CNR1,HCRTR1
HCRT,HCRTR1
HCRT,HCRTR2
AKT1,HD
HD,AP2A2
HD,CASP1
HD,CASP2
HD,CASP3
HD,CASP6
HD,CASP7
CASP8,HD
HD,CBS
CHD3,HD
HD,CREB1
HD,CREBBP
HD,CRMP1
HD,CTBP1
DCTN1,HD
HD,DLG4
HD,ECH1
EGFR,HD
HD,GAPDH
GRB2,HD
PTK2B,HD
HD,XRCC6
APEX1,HDAC1
AR,HDAC1
HDAC1,ATRX
BCL3,HDAC1
BRCA1,HDAC1
HDAC1,CBFA2T3
CDKN1A,HDAC1
HDAC1,CHD1
CHD3,HDAC1
HDAC1,CHD4
HDAC1,CREBBP
HDAC1,CSNK2A1
HDAC1,CSNK2A2
HDAC1,CTBP1
DAXX,HDAC1
HDAC1,DDB2
HDAC1,DNMT1
HDAC1,DNMT3A
HDAC1,DNMT3B
HDAC1,E2F1
HDAC1,E2F4
ESR1,HDAC1
HDAC1,EVI1
HDAC1,EZH2
HDAC1,FKBP3
HDAC1,FOXG1B
HDAC1,HCFC1
HDAC1,RUNX1T1
RUNX3,HDAC1
BRCA1,HDAC2
CHD3,HDAC2
CSNK2A1,HDAC2
CSNK2A2,HDAC2
CTBP1,HDAC2
DAXX,HDAC2
HDAC2,DNMT1
HDAC2,DNMT3B
HDAC2,FKBP3
HDAC2,HCFC1
HDAC1,HDAC2
RUNX3,HDAC2
ADAR,HDLBP
DHX9,HDLBP
HEXA,GM2A
LGTN,HEXB
ADM,CFH
C3,CFH
CRP,CFH
DMP1,CFH
B2M,HFE
APOA1,CFHR1
CFH,CFHR1
ACTG1,ANXA5
RABEP1,HUNK
CEBPA,SOX8
DLX5,SOX8
EGR2,SOX8
HHEX,SOX8
JUN,SOX8
NR5A1,SOX8
OLIG2,SOX8
PAX3,SOX8
POU3F3,SOX8
POU5F1,SOX8
SP1,SOX8
TCF12,SOX8
SOX8,UTF1
ATXN1,ST6GALNAC6
SLC1A4,ERVWE1
ERVWE1,SLC1A5
CASP3,KCNIP3
CREB1,KCNIP3
CREM,KCNIP3
PSEN1,KCNIP3
PSEN2,KCNIP3
KCND2,KCNIP2
KCNIP2,KCND3
F11,HGF
FN1,HGF
KCND1,KCNIP1
KCND2,KCNIP1
TBP,CXXC1
HGFAC,F2
HGFAC,HGF
ATXN2,ZNRD1
CIC,ZNRD1
GFI1B,ZNRD1
NFKBIB,ZNRD1
NONO,ZNRD1
SACS,ZNRD1
CLEC4M,CD209
CD209,ICAM2
ICAM3,CD209
SP1,CD209
DNTT,DNTTIP2
ESR1,DNTTIP2
ESR2,DNTTIP2
HIST2H2AC,DNTTIP2
HIST2H2BE,DNTTIP2
HIST3H3,DNTTIP2
PCNA,DNTTIP2
PPARG,DNTTIP2
RXRA,DNTTIP2
GRB2,SOCS7
SOCS7,IRS2
IRS4,SOCS7
NCK1,SOCS7
PIK3R1,SOCS7
PIK3R2,SOCS7
PLCG1,SOCS7
SORBS3,SOCS7
TUBA3,SOCS7
TUBB2C,SOCS7
DLG4,NRG1
EGF,NRG1
EGFR,NRG1
ERBB2,NRG1
ERBB3,NRG1
ERBB4,NRG1
SLC2A4,EHD4
EHD1,EHD3
SNAP29,EHD3
AP1M1,EHD2
AP2M1,EHD2
EHBP1,EHD2
PICALM,EHD2
SLC2A4,EHD2
MAPRE1,PIK3R4
PIK3R4,PIK3C3
YWHAB,PIK3R4
CTNNB1,TAX1BP3
TAX1BP3,GLS
GLS2,TAX1BP3
TAX1BP3,RTKN
TCEA2,TAX1BP3
A2M,ANXA6
CTBP1,HIC1
HDAC1,HIC1
APEX1,HIF1A
ARNT,HIF1A
HIF1A,ARNTL
CDKN1A,HIF1A
CDKN2A,HIF1A
CREBBP,HIF1A
EP300,HIF1A
EPO,HIF1A
AP2A1,HIP1
CASP8,HIP1
CLTA,HIP1
CLTB,HIP1
CLTC,HIP1
GTF3A,HIP1
HD,HIP1
HD,HIP2
ATM,HINT1
SLC2A4,STOML2
ENO2,HK1
HK3,GRN
DVL3,ZBTB48
HLA-A,B2M
HLA-A,CALR
HLA-A,CD8A
HLA-A,ERBB2
HLA-A,PDIA3
HLA-B,B2M
HLA-B,CD8A
HLA-B,CSF1
HLA-C,B2M
HLA-C,CALR
HLA-C,CD8A
CD74,HLA-DMA
CD63,HLA-DMB
CD74,HLA-DMB
HLA-DMA,HLA-DMB
HLA-DMA,HLA-DOA
HLA-DMB,HLA-DOB
CD4,HLA-DPA1
HLA-DPA1,HLA-DPB1
HCRT,HLA-DQA1
APLP1,HLA-DQA2
CD4,HLA-DQA2
CD4,HLA-DQB1
HCRT,HLA-DQB1
HLA-DQA1,HLA-DQB1
HLA-DQA2,HLA-DQB1
HLA-DRA,CD63
HLA-DRA,HLA-DMA
HLA-DRA,HLA-DMB
CTAG1B,HLA-DRB1
HLA-DMA,HLA-DRB1
HLA-DRA,HLA-DRB1
HLA-DRA,HLA-DRB2
HLA-DRB1,HLA-DRB2
CTAG1B,HLA-DRB3
HLA-DRA,HLA-DRB3
CTAG1B,HLA-DRB4
HLA-DOA,HLA-DRB4
CTAG1B,HLA-DRB5
HLA-DRA,HLA-DRB5
HLF,ARNTL
ATF4,HLF
CEBPG,HLF
CREBBP,HLF
HLF,DBP
DDIT3,HLF
B2M,HLA-E
CD8A,HLA-E
HLA-F,B2M
HLA-G,B2M
HLA-G,CD8A
HLA-G,COPB1
HMGB1,AES
HMGB1,AGER
AR,HMGB1
HMGB1,ATOH1
CASP3,HMGB1
CEBPB,HMGB1
CRMP1,HMGB1
HMGB1,CSNK1A1
HMGB1,CSPG3
HMGB1,CUTL1
HMGB1,DNMT1
HMGB1,ERF
HMGB1,FOXC1
APEX1,HMGB2
CSNK1A1,HMGB2
GZMA,HMGB2
EP300,HMGN1
EP300,HMGN2
HMGN1,HMGN2
ARHGAP1,HMGCR
ATF2,HMGA1
CDC2,HMGA1
CEBPB,HMGA1
CSNK2A1,HMGA1
CSNK2A2,HMGA1
ELF1,HMGA1
EWSR1,HMGA1
CALM1,HMMR
CD44,HMMR
AKT1,HMOX1
HMOX1,BLVRB
APP,HMOX2
CSNK2A1,HMOX2
EEF1G,HMOX2
AKT1,NR4A1
BCL2,NR4A1
EP300,NR4A1
AR,FOXA1
DSCAM,FOXA1
FOXA2,EN2
HMGB1,FOXA3
CREBBP,HNF4A
ESR1,HNF4A
HNF4A,FOXO1A
H3F3A,HNF4A
CREBBP,ONECUT1
FOXA2,ONECUT1
NR3C1,ONECUT1
DHX9,HNRPA1
HNRPA1,ELAVL1
HNRPA1,FEN1
FUS,HNRPA1
GRB2,HNRPA1
HNRPA2B1,CSNK2A1
DHX9,HNRPA2B1
FUS,HNRPA2B1
GRB2,HNRPA2B1
HNRPA1,HNRPA2B1
ACTB,HNRPAB
HNRPAB,ELAVL1
HNRPC,CSNK1A1
HNRPC,CSNK2A1
HNRPC,CSNK2A2
DHX9,HNRPC
FUS,HNRPC
GRB2,HNRPC
HNRPA1,HNRPC
HNRPA2B1,HNRPC
HNRPD,C1QBP
DHX9,HNRPD
FUS,HNRPD
GSK3B,HNRPD
HNRPA1,HNRPD
HNRPA2B1,HNRPD
HNRPC,HNRPD
DHX9,HNRPF
EGFR,HNRPF
FUS,HNRPF
GRB2,HNRPF
HNRPA1,HNRPF
HNRPA2B1,HNRPF
HNRPC,HNRPF
HNRPD,HNRPF
HNRPH1,CRMP1
HNRPH1,DHX9
HNRPH1,EGFR
HNRPH1,FUS
GRB2,HNRPH1
HNRPH1,HNRPA1
HNRPH1,HNRPA2B1
HNRPH1,HNRPC
HNRPH1,HNRPD
HNRPH1,HNRPF
DHX9,HNRPH2
FUS,HNRPH2
GRB2,HNRPH2
HNRPA1,HNRPH2
HNRPA2B1,HNRPH2
HNRPC,HNRPH2
HNRPD,HNRPH2
HNRPF,HNRPH2
HNRPH1,HNRPH2
ANXA11,HNRPH3
CRMP1,HNRPH3
EEF1G,HNRPH3
CEBPB,HNRPK
HNRPK,CSK
HNRPK,DDX1
HNRPK,DHX9
EGFR,HNRPK
HNRPK,FUS
FYN,HNRPK
GRB2,HNRPK
HNRPK,HCK
HNRPK,HMGB1
HNRPK,HNRPA1
HNRPK,HNRPA2B1
HNRPK,HNRPC
HNRPK,HNRPD
HNRPK,HNRPF
HNRPH1,HNRPK
HNRPK,HNRPH2
HNRPL,APEX1
HNRPL,CSE1L
DHX9,HNRPL
HNRPL,FGFR3
FUS,HNRPL
HNRPL,GSTZ1
HNRPA1,HNRPL
HNRPA2B1,HNRPL
HNRPC,HNRPL
HNRPD,HNRPL
HNRPF,HNRPL
HNRPH1,HNRPL
HNRPH2,HNRPL
HNRPK,HNRPL
HNRPU,ACTB
HNRPU,CASP3
HNRPU,CD5
HNRPU,CR2
HNRPU,DHX9
HNRPU,EP300
HNRPU,FUS
HNRPU,GRB2
HNRPU,GRIN1
HNRPU,GRIN2D
HNRPU,GTF2H1
HNRPU,HNRPA1
HNRPU,HNRPA2B1
HNRPU,HNRPC
HNRPU,HNRPD
HNRPU,HNRPF
HNRPU,HNRPH1
HNRPU,HNRPH2
HNRPU,HNRPK
HNRPU,HNRPL
HNRPU,NR3C1
HOXA1,GRN
E2F4,HOXA3
CDX4,HOXA5
FOXA2,HOXA5
FOXO1A,HOXA5
CREBBP,HOXA9
CREBBP,HOXA10
EP300,HOXA10
HOXA10,FOXO1A
CREBBP,HOXA11
COL11A2,HPCA
CREBBP,HOXB1
EP300,HOXB1
NR3C1,HOXB1
SERPINA3,HOXB1
CREBBP,HOXB2
EP300,HOXB2
CREBBP,HOXB3
EP300,HOXB3
CREBBP,HOXB4
EP300,HOXB4
CREBBP,HOXB6
CSNK2B,HOXB6
EP300,HOXB6
CREBBP,HOXB7
CSNK2A1,HOXB7
EP300,HOXB7
HOXB6,HOXB7
HOXB9,BTG1
CREBBP,HOXB9
EP300,HOXB9
ABL1,APBB1
APBB1,APBA1
XRCC6,HOXC4
BMPR1A,HOXC8
CDC27,HOXC10
CREBBP,HOXD4
EP300,HOXD4
HMGB1,HOXD9
CREBBP,HOXD10
CD22,HP
HBB,HP
F7,HPN
HGF,HPN
APOA1,HPR
HPR,CD40LG
HBB,HPR
HRAS,AGTR1
HRAS,ARAF
BCL2,HRAS
HRAS,BRAF
HRAS,CAV1
HRAS,CDC25A
HRAS,CDC25B
HRAS,FNTA
HRAS,FNTB
FYN,HRAS
GRB2,HRAS
HRAS,GRIN1
HRAS,GRIN2D
HRAS,RAPGEF1
EWSR1,RAB37
RAB5A,RAB37
RIMS1,RAB37
EPS15,HRB
EPS15,HRBL
C1QA,HRG
C1QB,HRG
FCGR1A,HRG
FGA,HRG
ESR1,PRMT2
ESR2,PRMT2
PRMT2,SCARB1
AR,PRMT1
PRMT1,BTG1
PRMT1,CIRBP
PRMT1,DHX9
PRMT1,ESR1
PRMT1,FBL
PRMT1,FGF2
PRMT1,FUS
PRMT1,HNRPA1
PRMT1,HNRPA2B1
PRMT1,HNRPK
HNRPU,PRMT1
FOXG1B,HES1
HMGB1,HES1
CD36,HSD11B1
HDLBP,HSD11B1
ACTB,HSD17B4
CAMK2A,HSF1
CEBPB,HSF1
CREBBP,HSF1
CSNK2A1,HSF1
ENO2,HSF1
HSF1,GSK3A
HSF1,GTF2A2
GTF2B,HSF1
HSF1,HSBP1
XRCC6,HSF1
HSF1,HSF2
BCL6,HSF4
MAPK14,HSF4
HD,DNAJB2
ARL4D,DNAJA1
DNAJA1,CD58
DNAJA1,CFTR
EGFR,DNAJA1
APAF1,HSPA1A
APEX1,HSPA1A
HSPA1A,APOB
BAG1,HSPA1A
BCL2,HSPA1A
HSPA1A,CACNA1E
CDK9,HSPA1A
HSPA1A,FANCC
GRIN1,HSPA1A
GRIN2D,HSPA1A
HSPA1A,HCFC1
HSPA1A,HSBP1
HSPA1A,HSF1
HSPA1A,HSF2
HSPA1A,NQO1
NR3C1,HSPA1A
RHOA,HSPA1A
HSPA1B,APAF1
HSPA1B,APEX1
HSPA1B,BAG1
HSPA1B,CDH1
CHUK,HSPA1B
HSPA1B,EGFR
HSPA1B,FANCC
HSPA1B,MAP3K8
HSPA1B,NQO1
CDC2,HSPA2
EWSR1,HSPA2
BAG1,HSPA4
HSPA4,CD40
HSPA4,DUSP1
HD,HSPA4
HSPA4,HSBP1
HSPA4,HSF1
HSPA5,A2M
HSPA5,APOB
HSPA5,CASP7
HSPA5,DPH1
HSPA5,EGFR
HSPA5,ERN1
HSPA5,F8
HSPA5,GRB2
HSPA5,GRIA1
HSPA5,HLA-C
HSPA5,MAP3K8
BIRC4,ACVR1B
BIRC4,ACVRL1
AKT1,BIRC4
BIRC4,AKT2
HSPA7,GRB2
HSPA7,MAP3K8
HSPA8,ALDOB
HSPA8,APOB
HSPA8,BAG1
HSPA8,BBS1
HSPA8,CD40
HSPA8,CLTA
HSPA8,COL7A1
HSPA8,DNAJA1
HSPA8,EGFR
HSPA8,ERBB2
HSPA8,ERH
HSPA8,FBP1
HSPA8,GAK
HSPA8,GOT2
HSPA8,GRB2
HSPA8,HSF1
HSPA8,HSPA1A
HSPA8,MAP3K8
HSPA8,PHC1
CHUK,HSPA9B
HSPA9B,EGFR
HSPA9B,FGF1
HSPA9B,MAP3K8
ACTC1,HSPB1
HSPB1,CRYAA
HSPB1,CRYAB
HSPB1,CRYBB2
HSPB1,CRYGC
DAXX,HSPB1
EGFR,HSPB1
HSPB1,EIF4G1
HSPB1,F13A1
GRB2,HSPB1
DMPK,HSPB2
HSP90AA1,AHR
AKT1,HSP90AA1
HSP90AA1,AKT2
HSP90AA1,ALK
HSP90AA1,APOB
AR,HSP90AA1
HSP90AA1,ARNTL
HSP90AA1,ASGR1
BIRC5,HSP90AA1
HSP90AA1,CALM1
CDH1,HSP90AA1
CHUK,HSP90AA1
HSP90AA1,CSNK2A1
HSP90AA1,CSNK2A2
HSP90AA1,DARS
EGFR,HSP90AA1
HSP90AA1,EPRS
ERBB2,HSP90AA1
HSP90AA1,ERN1
ESR1,HSP90AA1
HSP90AA1,FGR
HSP90AA1,FKBP4
HSP90AA1,FKBP5
HSP90AA1,GNA12
HSP90AA1,GUCY1B3
HSP90AA1,HIF1A
HSPA8,HSP90AA1
HSP90AA1,MAP3K8
NR3C1,HSP90AA1
HSP90AA1,RUNX1T1
HSP90AB1,AARS
ACTG1,HSP90AB1
ACTN1,HSP90AB1
AKT1,HSP90AB1
HSP90AB1,AKT2
HSP90AB1,ALDOA
HSP90AB1,ARHGAP1
CHUK,HSP90AB1
HSP90AB1,EEF2
EGFR,HSP90AB1
ESR1,HSP90AB1
HSP90AB1,FASN
FLNA,HSP90AB1
HSP90AB1,GAPDH
GNAI2,HSP90AB1
GRB2,HSP90AB1
HSPA1B,HSP90AB1
MAP3K8,HSP90AB1
ALDH2,HSPD1
BAK1,HSPD1
HSPD1,CA2
CASP3,HSPD1
CASP6,HSPD1
CASP9,HSPD1
CDH1,HSPD1
DHFR,HSPD1
EGFR,HSPD1
GRB2,HSPD1
HSP90AA1,HSPD1
HSPA1B,HSPD1
APLP1,APBB1
ALDH2,HSPE1
APLP1,HSPE1
CASP3,HSPE1
CRMP1,HSPE1
EEF1A1,HSPE1
HSPE1,HSPD1
DNAJB1,ANK2
DNAJB1,FANCC
DNAJB1,GLB1
DNAJB1,HSF1
DNAJB1,HSPA1A
HSPA8,DNAJB1
DNAJB1,NQO1
APP,HSPG2
ATN1,HSPG2
BMP1,HSPG2
COL13A1,HSPG2
CTGF,HSPG2
FBLN1,HSPG2
FBLN2,HSPG2
FBN1,HSPG2
FGF2,HSPG2
FGF7,HSPG2
HSPG2,GRN
CSN1S1,PPM1J
SUMO1,PPM1J
UBE2I,PPM1J
BRD7,HIST2H3A
GTF3C4,HIST2H3A
AKT1,APLP2
APLP2,APBB1
APLP2,APBB2
CCNT1,HTN1
APOA1,ABCA1
APOA1,APOF
EDG1,HTR1A
EDG3,HTR1A
HTR1A,GABRB2
GNAI3,HTR1A
HTR1A,GPR26
HTR1A,HTR1B
EDG1,HTR1D
HTR1A,HTR1D
HTR1B,HTR1D
CAV1,HTR1F
GNAO1,HTR1F
DLG4,HTR2A
GNA11,HTR2A
GNAI1,HTR2A
GNAQ,HTR2A
GNA11,HTR2B
GNAQ,HTR2B
APBA1,HTR2C
DLG4,HTR2C
GNAQ,HTR2C
CANX,HTR3A
HSPA5,HTR3A
APOA2,APOF
GNAQ,HTR6
GNAS,HTR6
HDAC1,HUS1
CNTN1,TNC
CSPG3,TNC
EGFR,TNC
FN1,TNC
IARS,AR
IARS,EPRS
IARS,GARS
C7orf20,PHGDHL1
PHGDHL1,LMO7
APOA1,APOB
CREBBP,ICAM1
FGG,ICAM1
BCL2,TAS2R62P
TAS2R62P,PSENEN
TGFBR1,KCNK18
TGFBR2,KCNK18
UBQLN4,ANKRD13D
PAX6,CHX10
SHBG,C17orf65
ATP5J2,MGC16597
MPP3,MGC16597
PFN1,LOC339344
PFN2,LOC339344
KNG1,RXFP4
RLN3,RXFP4
COPS6,C1orf174
EEF1G,C1orf174
C1orf174,GOLPH2
HTATIP,C1orf174
ACTC1,KLHL17
ELK1,ID1
ELK4,ID1
HES1,ID1
RUNX1T1,ID1
ADD1,ID2
CDK2,ID2
ELK1,ID2
ELK3,ID2
ELK4,ID2
HES1,ID2
DKFZp434B1231,KY
FLNC,KY
KY,MYBPC1
TTN,KY
ADD1,ID3
CDK2,ID3
ID3,ELK1
ID3,ELK4
ID3,HES1
ID3,RUNX1T1
CCDC101,FLJ25770
FCHSD2,FLJ25770
GPSM1,FLJ25770
NAGK,FLJ25770
SH3GLB2,FLJ25770
HES1,ID4
ID3,ID4
PTPN11,TREML1
PTPN6,TREML1
GRID2,GRID2IP
PSMB9,ABCB5
FBXW7,KIAA1875
GRIN1,NANOS1
GRIN2D,NANOS1
PUM2,NANOS1
APOA2,APOC1
APP,IDE
AR,IDE
NR3C1,IDE
IDH3B,IDH3A
PRMT1,IDH3B
IDH3A,IDH3G
IDH3B,IDH3G
TYROBP,CD300E
IGF1R,KRT27
INSR,KRT27
KRT27,INSRR
KRT27,KRT7
C3,CFI
CFH,CFI
ATXN1,STAC2
BRCA1,IFI16
CSNK2A1,IFI16
ID1,IFI16
ID2,IFI16
ID3,IFI16
CCND1,IFI27
CDK4,IFI27
IFIT3,IFIT1
IFIT3,IFIT2
IFNA1,CR2
IFNAR1,CRKL
IFNA1,IFNAR1
IFNAR1,IFNA2
IFNAR1,IFNA8
PRMT1,IFNAR1
IFNA1,IFNAR2
IFNAR2,IFNA2
IFNAR2,IFNA5
IFNAR2,IFNA8
IFNAR1,IFNAR2
IFNAR1,IFNB1
IFNAR2,IFNB1
PDIA3,IFNG
CANX,IFNGR1
IFNG,IFNGR1
ANXA5,IFNGR2
IFNG,IFNGR2
IFNGR1,IFNGR2
NR3C1,IFNGR2
IFNAR1,IFNW1
APOA2,APOD
HDAC2,IFRD1
MAP3K1,TUBB8
IKBKB,TUBB2B
MAP3K1,TUBB2B
MAP3K14,TUBB2B
MAP3K3,TUBB2B
MAP3K7,TUBB2B
MAP3K7IP1,TUBB2B
NFKB1,TUBB2B
NFKB2,TUBB2B
RELA,TUBB2B
RIPK2,TUBB2B
RIPK3,TUBB2B
SLC2A4,TUBB2B
TNFRSF1A,TUBB2B
TNFRSF1B,TUBB2B
TRAF6,TUBB2B
PRSS23,PDDC1
SLC2A4,PDDC1
CTSB,IGF1
IDE,IGF1
A2M,APOE
ALB,APOE
IGF1R,CRK
IGF1R,CRKL
IGF1R,CSK
IGF1R,ESR1
IGF1R,GNAI1
IGF1R,GNAI2
IGF1R,GRB10
IGF1R,IGF1
GPC3,IGF2
IDE,IGF2
IGF1R,IGF2
IGF2R,AGA
IGF2R,CTSD
IGF2R,GZMB
IGF2R,IGF2
IGFALS,IGF1
IGF1,IGFBP1
IGF2,IGFBP1
DNAJA3,C1orf117
EWSR1,C1orf117
GRN,C1orf117
MAD1L1,C1orf117
VSNL1,C1orf117
CTNNB1,IGFBP2
IGF1,IGFBP2
IGF2,IGFBP2
CAV1,IGFBP3
CD44,IGFBP3
COL1A1,IGFBP3
CSNK2A1,IGFBP3
CTSD,IGFBP3
CTSG,IGFBP3
CTSL,IGFBP3
F2,IGFBP3
FN1,IGFBP3
IGFBP3,GPI
IGFBP3,GTF3C1
IGFBP3,IGF1
IGF1R,IGFBP3
IGFBP3,IGF2
IGFALS,IGFBP3
KLK3,IGFBP3
CTSD,IGFBP4
HK2,IGFBP4
HK3,IGFBP4
IGF1,IGFBP4
IGF2,IGFBP4
F2,IGFBP5
FHL2,IGFBP5
FN1,IGFBP5
IGF1,IGFBP5
IGF2,IGFBP5
IGFALS,IGFBP5
IGF1,IGFBP6
IGF2,IGFBP6
AAAS,NUP43
NUP153,NUP43
NUP155,NUP43
NUP188,NUP43
NUP205,NUP43
NUP210,NUP43
NUP214,NUP43
NUP35,NUP43
NUP43,NUP37
NUP50,NUP43
NUP85,NUP43
NUP88,NUP43
NUP93,NUP43
NUP98,NUP43
NUPL2,NUP43
POM121,NUP43
RAE1,NUP43
RANBP2,NUP43
SEH1L,NUP43
TPR,NUP43
IGF1,IGFBP7
IGF2,IGFBP7
EEF1A1,MGC22265
FGFR3,MGC22265
SETDB1,MGC22265
SUMO2,MGC22265
TP53,MGC22265
UNC119,MGC22265
APC,IGHA1
CDH1,IGHA1
CD79A,IGHE
FCER1A,IGHE
ANXA2,APOH
IGHG1,CD40LG
EGFR,IGHG1
F3,IGHG1
FCGR2B,IGHG1
FCGR3A,IGHG1
FCGR3B,IGHG1
CD22,IGHM
CD79A,IGHM
IGHM,HPR
HSPA5,IGHM
APP,A2M
ABL1,APP
APP,ACHE
APP,APBA1
APP,APBA2
APP,APBB1
APP,APBB2
APP,APOA1
APP,APOE
APP,SERPINA3
CD79A,IGJ
IGHM,IGJ
CD40LG,IGKC
IGHG1,IGKC
IGKC,IGHG4
FHL1,RBPSUH
HDAC1,RBPSUH
HES1,RBPSUH
HMGB1,RBPSUH
ACTL6A,GATS
ACTR5,GATS
ACTR8,GATS
CCDC95,GATS
ERVK6,GATS
FLJ20309,GATS
INOC1,GATS
MCRS1,GATS
RUVBL1,GATS
RUVBL2,GATS
ZNHIT4,GATS
KLRC4,RAET1G
KLRK1,RAET1G
RAET1G,ULBP1
PEPP-2,FAM103A2P
PLSCR1,FAM103A2P
RBMX,FAM103A2P
RBPMS,FAM103A2P
IL1R1,TICAM2
IL1RAP,TICAM2
IRAK1,TICAM2
IRAK2,TICAM2
IRAK3,TICAM2
TICAM2,IRAK4
IRF3,TICAM2
IRF7,TICAM2
OPN1LW,TICAM2
TICAM1,TICAM2
TIRAP,TICAM2
TLR3,TICAM2
TLR4,TICAM2
TRAF6,TICAM2
IGHG1,IGLC2
KLK3,A2M
KLK3,SERPINA3
IGHM,IGLL1
ACVR1,IGSF1
IGSF1,ACVR1B
ACVR2A,IGSF1
ACVR2B,IGSF1
IGSF1,IGF1
FAS,APAF1
CHD3,IK
IKBKB,ACTG1
IKBKB,ACVR1
IKBKB,AKT1
IKBKB,BIRC3
IKBKB,C1QBP
CALM3,IKBKB
CASP8,IKBKB
CHUK,IKBKB
CLTC,IKBKB
IKBKB,CSF2RA
IKBKB,CTNNB1
IKBKB,EPRS
IKBKB,FANCA
IKBKB,FLNA
IKBKB,FOXO3A
HNRPU,IKBKB
IKBKB,HSP90AA1
IKBKB,HSP90AB1
HSPA1B,IKBKB
HSPA5,IKBKB
HSPA7,IKBKB
HSPA8,IKBKB
HSPA9B,IKBKB
PARP1,IKBKB
CAPN1,IL1A
A2M,IL1B
ADRB2,IL1B
CASP1,IL1B
CASP4,IL1B
IL1A,IL1R1
IL1R1,IL1B
IL1A,IL1RAP
IL1RAP,IL1B
IL1RAP,IL1R1
IL1R1,IL1RN
NR3C1,IL1RN
CD53,IL2
IFNA1,IL2
CD4,IL2RA
ICAM1,IL2RA
IL2,IL2RA
FASLG,APBB1
FAS,FASLG
IL2RB,CISH
FYN,IL2RB
GRB2,IL2RB
IL2RB,IL2
IL2RB,IL2RA
AXL,IL2RG
CAPNS1,IL2RG
IL2RG,ICAM1
IL2RG,IL2
IL2RB,IL2RG
CSF2RB,IL3
HRAS,IL3
CISH,IL3RA
CSF2,IL3RA
CSF2RB,IL3RA
IL3,IL3RA
CD53,IL4
IL2RG,IL4
IL4R,CD40
